Year_Week,year,week,Retail Market,Vegetable,mean_farmer_price
2019-w11,2019,w11,Dambulla,GREEN BEANS,61.0
2019-w12,2019,w12,Dambulla,GREEN BEANS,39.0
2019-w13,2019,w13,Dambulla,GREEN BEANS,56.0
2019-w14,2019,w14,Dambulla,GREEN BEANS,81.0
2019-w15,2019,w15,Dambulla,GREEN BEANS,94.0
2019-w16,2019,w16,Dambulla,GREEN BEANS,181.0
2019-w17,2019,w17,Dambulla,GREEN BEANS,194.0
2019-w18,2019,w18,Dambulla,GREEN BEANS,198.0
2019-w19,2019,w19,Dambulla,GREEN BEANS,110.0
2019-w20,2019,w20,Dambulla,GREEN BEANS,108.0
2019-w21,2019,w21,Dambulla,GREEN BEANS,119.0
2019-w22,2019,w22,Dambulla,GREEN BEANS,135.0
2019-w23,2019,w23,Dambulla,GREEN BEANS,74.0
2019-w24,2019,w24,Dambulla,GREEN BEANS,59.0
2019-w25,2019,w25,Dambulla,GREEN BEANS,49.0
2019-w26,2019,w26,Dambulla,GREEN BEANS,64.0
2019-w27,2019,w27,Dambulla,GREEN BEANS,64.0
2019-w28,2019,w28,Dambulla,GREEN BEANS,74.0
2019-w29,2019,w29,Dambulla,GREEN BEANS,81.0
2019-w30,2019,w30,Dambulla,GREEN BEANS,132.0
2019-w31,2019,w31,Dambulla,GREEN BEANS,132.73
2019-w32,2019,w32,Dambulla,GREEN BEANS,133.45
2019-w33,2019,w33,Dambulla,GREEN BEANS,134.18
2019-w34,2019,w34,Dambulla,GREEN BEANS,134.91
2019-w35,2019,w35,Dambulla,GREEN BEANS,
2019-w36,2019,w36,Dambulla,GREEN BEANS,
2019-w37,2019,w37,Dambulla,GREEN BEANS,137.09
2019-w38,2019,w38,Dambulla,GREEN BEANS,137.82
2019-w39,2019,w39,Dambulla,GREEN BEANS,138.55
2019-w40,2019,w40,Dambulla,GREEN BEANS,139.27
2019-w41,2019,w41,Dambulla,GREEN BEANS,140.0
2019-w42,2019,w42,Dambulla,GREEN BEANS,140.0
2019-w43,2019,w43,Dambulla,GREEN BEANS,114.0
2019-w44,2019,w44,Dambulla,GREEN BEANS,121.0
2019-w45,2019,w45,Dambulla,GREEN BEANS,92.0
2019-w46,2019,w46,Dambulla,GREEN BEANS,63.0
2019-w47,2019,w47,Dambulla,GREEN BEANS,51.0
2019-w48,2019,w48,Dambulla,GREEN BEANS,52.0
2019-w49,2019,w49,Dambulla,GREEN BEANS,169.0
2019-w50,2019,w50,Dambulla,GREEN BEANS,210.0
2019-w51,2019,w51,Dambulla,GREEN BEANS,225.0
2019-w52,2019,w52,Dambulla,GREEN BEANS,274.0
2013-w1,2013,w1,Dambulla,GREEN CHILLIES,122.84
2013-w2,2013,w2,Dambulla,GREEN CHILLIES,117.0
2013-w3,2013,w3,Dambulla,GREEN CHILLIES,165.33
2013-w4,2013,w4,Dambulla,GREEN CHILLIES,189.5
2013-w5,2013,w5,Dambulla,GREEN CHILLIES,222.5
2013-w6,2013,w6,Dambulla,GREEN CHILLIES,198.0
2013-w7,2013,w7,Dambulla,GREEN CHILLIES,173.0
2013-w8,2013,w8,Dambulla,GREEN CHILLIES,195.5
2013-w9,2013,w9,Dambulla,GREEN CHILLIES,235.5
2013-w10,2013,w10,Dambulla,GREEN CHILLIES,196.5
2013-w11,2013,w11,Dambulla,GREEN CHILLIES,147.71
2013-w12,2013,w12,Dambulla,GREEN CHILLIES,181.34
2013-w13,2013,w13,Dambulla,GREEN CHILLIES,171.67
2013-w14,2013,w14,Dambulla,GREEN CHILLIES,171.67
2013-w15,2013,w15,Dambulla,GREEN CHILLIES,171.67
2013-w16,2013,w16,Dambulla,GREEN CHILLIES,114.34
2013-w17,2013,w17,Dambulla,GREEN CHILLIES,45.0
2013-w18,2013,w18,Dambulla,GREEN CHILLIES,69.8
2013-w19,2013,w19,Dambulla,GREEN CHILLIES,88.5
2013-w20,2013,w20,Dambulla,GREEN CHILLIES,81.88
2013-w21,2013,w21,Dambulla,GREEN CHILLIES,150.33
2013-w22,2013,w22,Dambulla,GREEN CHILLIES,67.95
2013-w23,2013,w23,Dambulla,GREEN CHILLIES,90.0
2013-w24,2013,w24,Dambulla,GREEN CHILLIES,120.0
2013-w25,2013,w25,Dambulla,GREEN CHILLIES,97.9
2013-w26,2013,w26,Dambulla,GREEN CHILLIES,73.7
2013-w27,2013,w27,Dambulla,GREEN CHILLIES,70.3
2013-w28,2013,w28,Dambulla,GREEN CHILLIES,52.66
2013-w29,2013,w29,Dambulla,GREEN CHILLIES,52.66
2013-w30,2013,w30,Dambulla,GREEN CHILLIES,49.66
2013-w31,2013,w31,Dambulla,GREEN CHILLIES,43.3
2013-w32,2013,w32,Dambulla,GREEN CHILLIES,43.66
2013-w33,2013,w33,Dambulla,GREEN CHILLIES,43.66
2013-w34,2013,w34,Dambulla,GREEN CHILLIES,44.26
2013-w35,2013,w35,Dambulla,GREEN CHILLIES,48.64
2013-w36,2013,w36,Dambulla,GREEN CHILLIES,48.14
2013-w37,2013,w37,Dambulla,GREEN CHILLIES,44.74
2013-w38,2013,w38,Dambulla,GREEN CHILLIES,52.64
2013-w39,2013,w39,Dambulla,GREEN CHILLIES,47.16
2013-w40,2013,w40,Dambulla,GREEN CHILLIES,49.16
2013-w41,2013,w41,Dambulla,GREEN CHILLIES,70.44
2013-w42,2013,w42,Dambulla,GREEN CHILLIES,48.4
2013-w43,2013,w43,Dambulla,GREEN CHILLIES,63.9
2013-w44,2013,w44,Dambulla,GREEN CHILLIES,71.7
2013-w45,2013,w45,Dambulla,GREEN CHILLIES,72.7
2013-w46,2013,w46,Dambulla,GREEN CHILLIES,76.44
2013-w47,2013,w47,Dambulla,GREEN CHILLIES,77.56
2013-w48,2013,w48,Dambulla,GREEN CHILLIES,79.87
2013-w49,2013,w49,Dambulla,GREEN CHILLIES,65.76
2013-w50,2013,w50,Dambulla,GREEN CHILLIES,72.87
2013-w51,2013,w51,Dambulla,GREEN CHILLIES,73.33
2013-w52,2013,w52,Dambulla,GREEN CHILLIES,61.6
2014-w1,2014,w1,Dambulla,GREEN CHILLIES,47.85
2014-w2,2014,w2,Dambulla,GREEN CHILLIES,49.1
2014-w3,2014,w3,Dambulla,GREEN CHILLIES,24.7
2014-w4,2014,w4,Dambulla,GREEN CHILLIES,25.8
2014-w5,2014,w5,Dambulla,GREEN CHILLIES,27.0
2014-w6,2014,w6,Dambulla,GREEN CHILLIES,51.38
2014-w7,2014,w7,Dambulla,GREEN CHILLIES,88.0
2014-w8,2014,w8,Dambulla,GREEN CHILLIES,88.4
2014-w9,2014,w9,Dambulla,GREEN CHILLIES,74.1
2014-w10,2014,w10,Dambulla,GREEN CHILLIES,73.8
2014-w11,2014,w11,Dambulla,GREEN CHILLIES,99.7
2014-w12,2014,w12,Dambulla,GREEN CHILLIES,90.8
2014-w13,2014,w13,Dambulla,GREEN CHILLIES,104.0
2014-w14,2014,w14,Dambulla,GREEN CHILLIES,118.5
2014-w15,2014,w15,Dambulla,GREEN CHILLIES,114.55
2014-w16,2014,w16,Dambulla,GREEN CHILLIES,110.6
2014-w17,2014,w17,Dambulla,GREEN CHILLIES,83.55
2014-w18,2014,w18,Dambulla,GREEN CHILLIES,93.3
2014-w19,2014,w19,Dambulla,GREEN CHILLIES,97.0
2014-w20,2014,w20,Dambulla,GREEN CHILLIES,143.5
2014-w21,2014,w21,Dambulla,GREEN CHILLIES,202.25
2014-w22,2014,w22,Dambulla,GREEN CHILLIES,176.75
2014-w23,2014,w23,Dambulla,GREEN CHILLIES,214.25
2014-w24,2014,w24,Dambulla,GREEN CHILLIES,258.12
2014-w25,2014,w25,Dambulla,GREEN CHILLIES,335.0
2014-w26,2014,w26,Dambulla,GREEN CHILLIES,487.5
2014-w27,2014,w27,Dambulla,GREEN CHILLIES,483.5
2014-w28,2014,w28,Dambulla,GREEN CHILLIES,523.0
2014-w29,2014,w29,Dambulla,GREEN CHILLIES,366.5
2014-w30,2014,w30,Dambulla,GREEN CHILLIES,409.5
2014-w31,2014,w31,Dambulla,GREEN CHILLIES,274.0
2014-w32,2014,w32,Dambulla,GREEN CHILLIES,177.5
2014-w33,2014,w33,Dambulla,GREEN CHILLIES,148.5
2014-w34,2014,w34,Dambulla,GREEN CHILLIES,117.15
2014-w35,2014,w35,Dambulla,GREEN CHILLIES,246.25
2014-w36,2014,w36,Dambulla,GREEN CHILLIES,91.8
2014-w37,2014,w37,Dambulla,GREEN CHILLIES,68.65
2014-w38,2014,w38,Dambulla,GREEN CHILLIES,68.65
2014-w39,2014,w39,Dambulla,GREEN CHILLIES,52.5
2014-w40,2014,w40,Dambulla,GREEN CHILLIES,54.72
2014-w41,2014,w41,Dambulla,GREEN CHILLIES,56.95
2014-w42,2014,w42,Dambulla,GREEN CHILLIES,67.3
2014-w43,2014,w43,Dambulla,GREEN CHILLIES,77.65
2014-w44,2014,w44,Dambulla,GREEN CHILLIES,68.0
2014-w45,2014,w45,Dambulla,GREEN CHILLIES,85.0
2014-w46,2014,w46,Dambulla,GREEN CHILLIES,102.5
2014-w47,2014,w47,Dambulla,GREEN CHILLIES,132.0
2014-w48,2014,w48,Dambulla,GREEN CHILLIES,198.0
2014-w49,2014,w49,Dambulla,GREEN CHILLIES,308.5
2014-w50,2014,w50,Dambulla,GREEN CHILLIES,330.0
2014-w51,2014,w51,Dambulla,GREEN CHILLIES,378.5
2014-w52,2014,w52,Dambulla,GREEN CHILLIES,315.0
2015-w1,2015,w1,Dambulla,GREEN CHILLIES,390.5
2015-w2,2015,w2,Dambulla,GREEN CHILLIES,580.5
2015-w3,2015,w3,Dambulla,GREEN CHILLIES,572.5
2015-w4,2015,w4,Dambulla,GREEN CHILLIES,392.0
2015-w5,2015,w5,Dambulla,GREEN CHILLIES,267.5
2015-w6,2015,w6,Dambulla,GREEN CHILLIES,190.5
2015-w7,2015,w7,Dambulla,GREEN CHILLIES,138.0
2015-w8,2015,w8,Dambulla,GREEN CHILLIES,127.0
2015-w9,2015,w9,Dambulla,GREEN CHILLIES,78.9
2015-w10,2015,w10,Dambulla,GREEN CHILLIES,74.15
2015-w11,2015,w11,Dambulla,GREEN CHILLIES,62.65
2015-w12,2015,w12,Dambulla,GREEN CHILLIES,61.55
2015-w13,2015,w13,Dambulla,GREEN CHILLIES,46.25
2015-w14,2015,w14,Dambulla,GREEN CHILLIES,59.8
2015-w15,2015,w15,Dambulla,GREEN CHILLIES,56.15
2015-w16,2015,w16,Dambulla,GREEN CHILLIES,52.5
2015-w17,2015,w17,Dambulla,GREEN CHILLIES,35.15
2015-w18,2015,w18,Dambulla,GREEN CHILLIES,31.0
2015-w19,2015,w19,Dambulla,GREEN CHILLIES,54.9
2015-w20,2015,w20,Dambulla,GREEN CHILLIES,58.6
2015-w21,2015,w21,Dambulla,GREEN CHILLIES,63.6
2015-w22,2015,w22,Dambulla,GREEN CHILLIES,63.05
2015-w23,2015,w23,Dambulla,GREEN CHILLIES,79.3
2015-w24,2015,w24,Dambulla,GREEN CHILLIES,118.0
2015-w25,2015,w25,Dambulla,GREEN CHILLIES,187.5
2015-w26,2015,w26,Dambulla,GREEN CHILLIES,320.0
2015-w27,2015,w27,Dambulla,GREEN CHILLIES,345.0
2015-w28,2015,w28,Dambulla,GREEN CHILLIES,364.0
2015-w29,2015,w29,Dambulla,GREEN CHILLIES,348.0
2015-w30,2015,w30,Dambulla,GREEN CHILLIES,242.75
2015-w31,2015,w31,Dambulla,GREEN CHILLIES,191.0
2015-w32,2015,w32,Dambulla,GREEN CHILLIES,100.0
2015-w33,2015,w33,Dambulla,GREEN CHILLIES,100.0
2015-w34,2015,w34,Dambulla,GREEN CHILLIES,86.4
2015-w35,2015,w35,Dambulla,GREEN CHILLIES,91.4
2015-w36,2015,w36,Dambulla,GREEN CHILLIES,96.0
2015-w37,2015,w37,Dambulla,GREEN CHILLIES,97.0
2015-w38,2015,w38,Dambulla,GREEN CHILLIES,94.7
2015-w39,2015,w39,Dambulla,GREEN CHILLIES,106.0
2015-w40,2015,w40,Dambulla,GREEN CHILLIES,89.4
2015-w41,2015,w41,Dambulla,GREEN CHILLIES,109.0
2015-w42,2015,w42,Dambulla,GREEN CHILLIES,199.0
2015-w43,2015,w43,Dambulla,GREEN CHILLIES,292.0
2015-w44,2015,w44,Dambulla,GREEN CHILLIES,278.0
2015-w45,2015,w45,Dambulla,GREEN CHILLIES,420.0
2015-w46,2015,w46,Dambulla,GREEN CHILLIES,554.0
2015-w47,2015,w47,Dambulla,GREEN CHILLIES,554.0
2015-w48,2015,w48,Dambulla,GREEN CHILLIES,630.0
2015-w49,2015,w49,Dambulla,GREEN CHILLIES,606.0
2015-w50,2015,w50,Dambulla,GREEN CHILLIES,562.0
2015-w51,2015,w51,Dambulla,GREEN CHILLIES,703.0
2015-w52,2015,w52,Dambulla,GREEN CHILLIES,703.0
2016-w1,2016,w1,Dambulla,GREEN CHILLIES,450.0
2016-w2,2016,w2,Dambulla,GREEN CHILLIES,320.0
2016-w3,2016,w3,Dambulla,GREEN CHILLIES,300.0
2016-w4,2016,w4,Dambulla,GREEN CHILLIES,282.0
2016-w5,2016,w5,Dambulla,GREEN CHILLIES,145.0
2016-w6,2016,w6,Dambulla,GREEN CHILLIES,190.0
2016-w7,2016,w7,Dambulla,GREEN CHILLIES,173.0
2016-w8,2016,w8,Dambulla,GREEN CHILLIES,102.2
2016-w9,2016,w9,Dambulla,GREEN CHILLIES,123.5
2016-w10,2016,w10,Dambulla,GREEN CHILLIES,142.5
2016-w11,2016,w11,Dambulla,GREEN CHILLIES,146.0
2016-w12,2016,w12,Dambulla,GREEN CHILLIES,148.5
2016-w13,2016,w13,Dambulla,GREEN CHILLIES,105.7
2016-w14,2016,w14,Dambulla,GREEN CHILLIES,123.5
2016-w15,2016,w15,Dambulla,GREEN CHILLIES,132.5
2016-w16,2016,w16,Dambulla,GREEN CHILLIES,42.6
2016-w17,2016,w17,Dambulla,GREEN CHILLIES,47.8
2016-w18,2016,w18,Dambulla,GREEN CHILLIES,71.5
2016-w19,2016,w19,Dambulla,GREEN CHILLIES,83.2
2016-w20,2016,w20,Dambulla,GREEN CHILLIES,180.0
2016-w21,2016,w21,Dambulla,GREEN CHILLIES,336.0
2016-w22,2016,w22,Dambulla,GREEN CHILLIES,323.0
2016-w23,2016,w23,Dambulla,GREEN CHILLIES,580.0
2016-w24,2016,w24,Dambulla,GREEN CHILLIES,532.0
2016-w25,2016,w25,Dambulla,GREEN CHILLIES,573.0
2016-w26,2016,w26,Dambulla,GREEN CHILLIES,530.0
2016-w27,2016,w27,Dambulla,GREEN CHILLIES,616.34
2016-w28,2016,w28,Dambulla,GREEN CHILLIES,515.75
2016-w29,2016,w29,Dambulla,GREEN CHILLIES,525.5
2016-w30,2016,w30,Dambulla,GREEN CHILLIES,318.5
2016-w31,2016,w31,Dambulla,GREEN CHILLIES,268.0
2016-w32,2016,w32,Dambulla,GREEN CHILLIES,237.66
2016-w33,2016,w33,Dambulla,GREEN CHILLIES,156.33
2016-w34,2016,w34,Dambulla,GREEN CHILLIES,87.8
2016-w35,2016,w35,Dambulla,GREEN CHILLIES,96.24
2016-w36,2016,w36,Dambulla,GREEN CHILLIES,64.94
2016-w37,2016,w37,Dambulla,GREEN CHILLIES,76.1
2016-w38,2016,w38,Dambulla,GREEN CHILLIES,54.66
2016-w39,2016,w39,Dambulla,GREEN CHILLIES,57.16
2016-w40,2016,w40,Dambulla,GREEN CHILLIES,55.9
2016-w41,2016,w41,Dambulla,GREEN CHILLIES,51.7
2016-w42,2016,w42,Dambulla,GREEN CHILLIES,61.5
2016-w43,2016,w43,Dambulla,GREEN CHILLIES,53.8
2016-w44,2016,w44,Dambulla,GREEN CHILLIES,61.26
2016-w45,2016,w45,Dambulla,GREEN CHILLIES,39.16
2016-w46,2016,w46,Dambulla,GREEN CHILLIES,40.4
2016-w47,2016,w47,Dambulla,GREEN CHILLIES,48.4
2016-w48,2016,w48,Dambulla,GREEN CHILLIES,58.7
2016-w49,2016,w49,Dambulla,GREEN CHILLIES,51.7
2016-w50,2016,w50,Dambulla,GREEN CHILLIES,95.2
2016-w51,2016,w51,Dambulla,GREEN CHILLIES,111.5
2016-w52,2016,w52,Dambulla,GREEN CHILLIES,115.0
2017-w1,2017,w1,Dambulla,GREEN CHILLIES,141.33
2017-w2,2017,w2,Dambulla,GREEN CHILLIES,148.0
2017-w3,2017,w3,Dambulla,GREEN CHILLIES,179.0
2017-w4,2017,w4,Dambulla,GREEN CHILLIES,196.66
2017-w5,2017,w5,Dambulla,GREEN CHILLIES,138.36
2017-w6,2017,w6,Dambulla,GREEN CHILLIES,164.67
2017-w7,2017,w7,Dambulla,GREEN CHILLIES,149.0
2017-w8,2017,w8,Dambulla,GREEN CHILLIES,163.83
2017-w9,2017,w9,Dambulla,GREEN CHILLIES,201.66
2017-w10,2017,w10,Dambulla,GREEN CHILLIES,176.67
2017-w11,2017,w11,Dambulla,GREEN CHILLIES,130.0
2017-w12,2017,w12,Dambulla,GREEN CHILLIES,100.34
2017-w13,2017,w13,Dambulla,GREEN CHILLIES,150.83
2017-w14,2017,w14,Dambulla,GREEN CHILLIES,170.67
2017-w15,2017,w15,Dambulla,GREEN CHILLIES,170.83
2017-w16,2017,w16,Dambulla,GREEN CHILLIES,171.0
2017-w17,2017,w17,Dambulla,GREEN CHILLIES,102.84
2017-w18,2017,w18,Dambulla,GREEN CHILLIES,134.5
2017-w19,2017,w19,Dambulla,GREEN CHILLIES,147.5
2017-w20,2017,w20,Dambulla,GREEN CHILLIES,232.04
2017-w21,2017,w21,Dambulla,GREEN CHILLIES,271.17
2017-w22,2017,w22,Dambulla,GREEN CHILLIES,477.0
2017-w23,2017,w23,Dambulla,GREEN CHILLIES,393.34
2017-w24,2017,w24,Dambulla,GREEN CHILLIES,366.67
2017-w25,2017,w25,Dambulla,GREEN CHILLIES,363.33
2017-w26,2017,w26,Dambulla,GREEN CHILLIES,360.0
2017-w27,2017,w27,Dambulla,GREEN CHILLIES,229.66
2017-w28,2017,w28,Dambulla,GREEN CHILLIES,248.84
2017-w29,2017,w29,Dambulla,GREEN CHILLIES,260.0
2017-w30,2017,w30,Dambulla,GREEN CHILLIES,250.16
2017-w31,2017,w31,Dambulla,GREEN CHILLIES,305.0
2017-w32,2017,w32,Dambulla,GREEN CHILLIES,263.84
2017-w33,2017,w33,Dambulla,GREEN CHILLIES,206.0
2017-w34,2017,w34,Dambulla,GREEN CHILLIES,193.5
2017-w35,2017,w35,Dambulla,GREEN CHILLIES,224.5
2017-w36,2017,w36,Dambulla,GREEN CHILLIES,222.0
2017-w37,2017,w37,Dambulla,GREEN CHILLIES,185.25
2017-w38,2017,w38,Dambulla,GREEN CHILLIES,178.0
2017-w39,2017,w39,Dambulla,GREEN CHILLIES,270.0
2017-w40,2017,w40,Dambulla,GREEN CHILLIES,268.0
2017-w41,2017,w41,Dambulla,GREEN CHILLIES,374.0
2017-w42,2017,w42,Dambulla,GREEN CHILLIES,322.75
2017-w43,2017,w43,Dambulla,GREEN CHILLIES,356.75
2017-w44,2017,w44,Dambulla,GREEN CHILLIES,412.46
2017-w45,2017,w45,Dambulla,GREEN CHILLIES,468.16
2017-w46,2017,w46,Dambulla,GREEN CHILLIES,546.0
2017-w47,2017,w47,Dambulla,GREEN CHILLIES,635.34
2017-w48,2017,w48,Dambulla,GREEN CHILLIES,652.0
2017-w49,2017,w49,Dambulla,GREEN CHILLIES,540.66
2017-w50,2017,w50,Dambulla,GREEN CHILLIES,274.0
2017-w51,2017,w51,Dambulla,GREEN CHILLIES,336.0
2017-w52,2017,w52,Dambulla,GREEN CHILLIES,324.34
2018-w1,2018,w1,Dambulla,GREEN CHILLIES,274.0
2018-w2,2018,w2,Dambulla,GREEN CHILLIES,119.66
2018-w3,2018,w3,Dambulla,GREEN CHILLIES,107.36
2018-w4,2018,w4,Dambulla,GREEN CHILLIES,90.16
2018-w5,2018,w5,Dambulla,GREEN CHILLIES,85.46
2018-w6,2018,w6,Dambulla,GREEN CHILLIES,46.88
2018-w7,2018,w7,Dambulla,GREEN CHILLIES,80.03
2018-w8,2018,w8,Dambulla,GREEN CHILLIES,69.0
2018-w9,2018,w9,Dambulla,GREEN CHILLIES,56.5
2018-w10,2018,w10,Dambulla,GREEN CHILLIES,50.9
2018-w11,2018,w11,Dambulla,GREEN CHILLIES,71.36
2018-w12,2018,w12,Dambulla,GREEN CHILLIES,71.04
2018-w13,2018,w13,Dambulla,GREEN CHILLIES,49.1
2018-w14,2018,w14,Dambulla,GREEN CHILLIES,69.46
2018-w15,2018,w15,Dambulla,GREEN CHILLIES,68.1
2018-w16,2018,w16,Dambulla,GREEN CHILLIES,71.54
2018-w17,2018,w17,Dambulla,GREEN CHILLIES,62.88
2018-w18,2018,w18,Dambulla,GREEN CHILLIES,99.6
2018-w19,2018,w19,Dambulla,GREEN CHILLIES,50.96
2018-w20,2018,w20,Dambulla,GREEN CHILLIES,66.95
2018-w21,2018,w21,Dambulla,GREEN CHILLIES,76.3
2018-w22,2018,w22,Dambulla,GREEN CHILLIES,107.7
2018-w23,2018,w23,Dambulla,GREEN CHILLIES,148.75
2018-w24,2018,w24,Dambulla,GREEN CHILLIES,305.75
2018-w25,2018,w25,Dambulla,GREEN CHILLIES,292.25
2018-w26,2018,w26,Dambulla,GREEN CHILLIES,342.0
2018-w27,2018,w27,Dambulla,GREEN CHILLIES,363.25
2018-w28,2018,w28,Dambulla,GREEN CHILLIES,577.5
2018-w29,2018,w29,Dambulla,GREEN CHILLIES,541.0
2018-w30,2018,w30,Dambulla,GREEN CHILLIES,541.0
2018-w31,2018,w31,Dambulla,GREEN CHILLIES,498.0
2018-w32,2018,w32,Dambulla,GREEN CHILLIES,202.25
2018-w33,2018,w33,Dambulla,GREEN CHILLIES,146.0
2018-w34,2018,w34,Dambulla,GREEN CHILLIES,149.17
2018-w35,2018,w35,Dambulla,GREEN CHILLIES,117.25
2018-w36,2018,w36,Dambulla,GREEN CHILLIES,76.45
2018-w37,2018,w37,Dambulla,GREEN CHILLIES,67.35
2018-w38,2018,w38,Dambulla,GREEN CHILLIES,70.34
2018-w39,2018,w39,Dambulla,GREEN CHILLIES,82.45
2018-w40,2018,w40,Dambulla,GREEN CHILLIES,43.94
2018-w41,2018,w41,Dambulla,GREEN CHILLIES,89.9
2018-w42,2018,w42,Dambulla,GREEN CHILLIES,97.36
2018-w43,2018,w43,Dambulla,GREEN CHILLIES,149.0
2018-w44,2018,w44,Dambulla,GREEN CHILLIES,152.33
2018-w45,2018,w45,Dambulla,GREEN CHILLIES,166.5
2018-w46,2018,w46,Dambulla,GREEN CHILLIES,138.75
2018-w47,2018,w47,Dambulla,GREEN CHILLIES,201.0
2018-w48,2018,w48,Dambulla,GREEN CHILLIES,359.75
2018-w49,2018,w49,Dambulla,GREEN CHILLIES,320.75
2018-w50,2018,w50,Dambulla,GREEN CHILLIES,343.34
2018-w51,2018,w51,Dambulla,GREEN CHILLIES,413.66
2018-w52,2018,w52,Dambulla,GREEN CHILLIES,405.5
2019-w1,2019,w1,Dambulla,GREEN CHILLIES,198.5
2019-w2,2019,w2,Dambulla,GREEN CHILLIES,240.0
2019-w3,2019,w3,Dambulla,GREEN CHILLIES,223.5
2019-w4,2019,w4,Dambulla,GREEN CHILLIES,184.25
2019-w5,2019,w5,Dambulla,GREEN CHILLIES,212.34
2019-w6,2019,w6,Dambulla,GREEN CHILLIES,127.5
2019-w7,2019,w7,Dambulla,GREEN CHILLIES,159.0
2019-w8,2019,w8,Dambulla,GREEN CHILLIES,216.34
2019-w9,2019,w9,Dambulla,GREEN CHILLIES,198.25
2019-w10,2019,w10,Dambulla,GREEN CHILLIES,233.75
2019-w11,2019,w11,Dambulla,GREEN CHILLIES,151.5
2019-w12,2019,w12,Dambulla,GREEN CHILLIES,116.1
2019-w13,2019,w13,Dambulla,GREEN CHILLIES,158.83
2019-w14,2019,w14,Dambulla,GREEN CHILLIES,196.0
2019-w15,2019,w15,Dambulla,GREEN CHILLIES,204.0
2019-w16,2019,w16,Dambulla,GREEN CHILLIES,121.25
2019-w17,2019,w17,Dambulla,GREEN CHILLIES,112.04
2019-w18,2019,w18,Dambulla,GREEN CHILLIES,130.44
2019-w19,2019,w19,Dambulla,GREEN CHILLIES,142.5
2019-w20,2019,w20,Dambulla,GREEN CHILLIES,203.0
2019-w21,2019,w21,Dambulla,GREEN CHILLIES,174.5
2019-w22,2019,w22,Dambulla,GREEN CHILLIES,202.66
2019-w23,2019,w23,Dambulla,GREEN CHILLIES,239.66
2019-w24,2019,w24,Dambulla,GREEN CHILLIES,429.5
2019-w25,2019,w25,Dambulla,GREEN CHILLIES,376.75
2019-w26,2019,w26,Dambulla,GREEN CHILLIES,428.0
2019-w27,2019,w27,Dambulla,GREEN CHILLIES,426.34
2019-w28,2019,w28,Dambulla,GREEN CHILLIES,375.66
2019-w29,2019,w29,Dambulla,GREEN CHILLIES,272.0
2019-w30,2019,w30,Dambulla,GREEN CHILLIES,264.34
2019-w31,2019,w31,Dambulla,GREEN CHILLIES,179.0
2019-w32,2019,w32,Dambulla,GREEN CHILLIES,164.5
2019-w33,2019,w33,Dambulla,GREEN CHILLIES,103.4
2019-w34,2019,w34,Dambulla,GREEN CHILLIES,132.25
2019-w35,2019,w35,Dambulla,GREEN CHILLIES,143.67
2019-w36,2019,w36,Dambulla,GREEN CHILLIES,134.67
2019-w37,2019,w37,Dambulla,GREEN CHILLIES,211.34
2019-w38,2019,w38,Dambulla,GREEN CHILLIES,156.0
2019-w39,2019,w39,Dambulla,GREEN CHILLIES,154.75
2019-w40,2019,w40,Dambulla,GREEN CHILLIES,231.25
2019-w41,2019,w41,Dambulla,GREEN CHILLIES,231.0
2019-w42,2019,w42,Dambulla,GREEN CHILLIES,199.0
2019-w43,2019,w43,Dambulla,GREEN CHILLIES,210.5
2019-w44,2019,w44,Dambulla,GREEN CHILLIES,169.33
2019-w45,2019,w45,Dambulla,GREEN CHILLIES,206.66
2019-w46,2019,w46,Dambulla,GREEN CHILLIES,281.0
2019-w47,2019,w47,Dambulla,GREEN CHILLIES,204.66
2019-w48,2019,w48,Dambulla,GREEN CHILLIES,167.5
2019-w49,2019,w49,Dambulla,GREEN CHILLIES,166.67
2019-w50,2019,w50,Dambulla,GREEN CHILLIES,214.25
2019-w51,2019,w51,Dambulla,GREEN CHILLIES,199.16
2019-w52,2019,w52,Dambulla,GREEN CHILLIES,221.0
2013-w1,2013,w1,Dambulla,LADIES FINGERS,33.76
2013-w2,2013,w2,Dambulla,LADIES FINGERS,46.56
2013-w3,2013,w3,Dambulla,LADIES FINGERS,72.34
2013-w4,2013,w4,Dambulla,LADIES FINGERS,70.84
2013-w5,2013,w5,Dambulla,LADIES FINGERS,79.2
2013-w6,2013,w6,Dambulla,LADIES FINGERS,73.4
2013-w7,2013,w7,Dambulla,LADIES FINGERS,64.8
2013-w8,2013,w8,Dambulla,LADIES FINGERS,69.2
2013-w9,2013,w9,Dambulla,LADIES FINGERS,60.4
2013-w10,2013,w10,Dambulla,LADIES FINGERS,23.6
2013-w11,2013,w11,Dambulla,LADIES FINGERS,23.25
2013-w12,2013,w12,Dambulla,LADIES FINGERS,21.4
2013-w13,2013,w13,Dambulla,LADIES FINGERS,21.54
2013-w14,2013,w14,Dambulla,LADIES FINGERS,21.67
2013-w15,2013,w15,Dambulla,LADIES FINGERS,21.81
2013-w16,2013,w16,Dambulla,LADIES FINGERS,21.95
2013-w17,2013,w17,Dambulla,LADIES FINGERS,26.25
2013-w18,2013,w18,Dambulla,LADIES FINGERS,26.85
2013-w19,2013,w19,Dambulla,LADIES FINGERS,28.75
2013-w20,2013,w20,Dambulla,LADIES FINGERS,36.75
