Year_Week,year,week,location,code,vegetable_type,price,origin_rain_sum_mean_mm,origin_temperature_mean_c
2013-w13,2013,w13,Colombo,323,PUMPKIN,77.43,9.65,33.25
2013-w14,2013,w14,Colombo,323,PUMPKIN,81.29,10.0,33.29
2013-w15,2013,w15,Colombo,323,PUMPKIN,,19.43,33.32
2013-w16,2013,w16,Colombo,323,PUMPKIN,71.11,16.9,33.48
2013-w17,2013,w17,Colombo,323,PUMPKIN,69.52,44.28,32.82
2013-w18,2013,w18,Colombo,323,PUMPKIN,78.94,46.02,32.06
2013-w19,2013,w19,Colombo,323,PUMPKIN,74.31,22.73,32.51
2013-w20,2013,w20,Colombo,323,PUMPKIN,76.75,28.07,31.73
2013-w21,2013,w21,Colombo,323,PUMPKIN,74.44,25.55,31.08
2013-w22,2013,w22,Colombo,323,PUMPKIN,78.05,60.02,29.94
2013-w23,2013,w23,Colombo,323,PUMPKIN,79.85,55.78,29.69
2013-w24,2013,w24,Colombo,323,PUMPKIN,82.79,51.7,29.93
2013-w25,2013,w25,Colombo,323,PUMPKIN,82.79,43.28,29.95
2013-w26,2013,w26,Colombo,323,PUMPKIN,79.89,31.77,29.9
2013-w27,2013,w27,Colombo,323,PUMPKIN,78.56,44.72,30.07
2013-w28,2013,w28,Colombo,323,PUMPKIN,77.61,16.83,30.02
2013-w29,2013,w29,Colombo,323,PUMPKIN,73.89,35.3,29.68
2013-w30,2013,w30,Colombo,323,PUMPKIN,70.83,9.1,30.68
2013-w31,2013,w31,Colombo,323,PUMPKIN,73.5,39.18,29.82
2013-w32,2013,w32,Colombo,323,PUMPKIN,71.82,18.95,30.16
2013-w33,2013,w33,Colombo,323,PUMPKIN,69.85,13.0,30.17
2013-w34,2013,w34,Colombo,323,PUMPKIN,76.55,17.33,31.18
2013-w35,2013,w35,Colombo,323,PUMPKIN,74.19,28.17,30.62
2013-w36,2013,w36,Colombo,323,PUMPKIN,76.98,64.6,29.08
2013-w37,2013,w37,Colombo,323,PUMPKIN,75.65,44.78,29.54
2013-w38,2013,w38,Colombo,323,PUMPKIN,75.36,12.5,30.94
2013-w39,2013,w39,Colombo,323,PUMPKIN,73.45,7.75,30.87
2013-w40,2013,w40,Colombo,323,PUMPKIN,70.23,13.05,30.42
2013-w41,2013,w41,Colombo,323,PUMPKIN,70.0,51.47,31.0
2013-w42,2013,w42,Colombo,323,PUMPKIN,68.68,83.97,29.77
2013-w43,2013,w43,Colombo,323,PUMPKIN,72.38,69.0,30.64
2013-w44,2013,w44,Colombo,323,PUMPKIN,74.39,43.87,30.53
2013-w45,2013,w45,Colombo,323,PUMPKIN,73.0,29.03,30.23
2013-w46,2013,w46,Colombo,323,PUMPKIN,76.19,24.78,30.08
2013-w47,2013,w47,Colombo,323,PUMPKIN,70.55,48.73,30.32
2013-w48,2013,w48,Colombo,323,PUMPKIN,71.7,84.57,28.88
2013-w49,2013,w49,Colombo,323,PUMPKIN,69.56,9.32,29.53
2013-w50,2013,w50,Colombo,323,PUMPKIN,67.22,53.05,28.2
2013-w51,2013,w51,Colombo,323,PUMPKIN,70.4,9.52,27.85
2013-w52,2013,w52,Colombo,323,PUMPKIN,67.56,1.38,27.49
2013-w1,2013,w1,Colombo,326,SNAKE GOURD,79.67,127.92,28.94
2013-w2,2013,w2,Colombo,326,SNAKE GOURD,130.0,1.47,27.25
2013-w3,2013,w3,Colombo,326,SNAKE GOURD,144.72,30.58,28.2
2013-w4,2013,w4,Colombo,326,SNAKE GOURD,144.24,10.85,27.99
2013-w5,2013,w5,Colombo,326,SNAKE GOURD,129.5,11.58,29.74
2013-w6,2013,w6,Colombo,326,SNAKE GOURD,97.75,73.5,29.58
2013-w7,2013,w7,Colombo,326,SNAKE GOURD,103.24,21.53,30.74
2013-w8,2013,w8,Colombo,326,SNAKE GOURD,110.88,0.13,29.16
2013-w9,2013,w9,Colombo,326,SNAKE GOURD,115.0,42.42,30.41
2013-w10,2013,w10,Colombo,326,SNAKE GOURD,110.0,22.45,32.2
2013-w11,2013,w11,Colombo,326,SNAKE GOURD,101.71,19.68,31.72
2013-w12,2013,w12,Colombo,326,SNAKE GOURD,100.0,59.87,32.08
2013-w13,2013,w13,Colombo,326,SNAKE GOURD,82.35,9.65,33.25
2013-w14,2013,w14,Colombo,326,SNAKE GOURD,74.17,10.0,33.29
2013-w15,2013,w15,Colombo,326,SNAKE GOURD,,19.43,33.32
2013-w16,2013,w16,Colombo,326,SNAKE GOURD,81.38,16.9,33.48
2013-w17,2013,w17,Colombo,326,SNAKE GOURD,77.24,44.28,32.82
2013-w18,2013,w18,Colombo,326,SNAKE GOURD,88.71,46.02,32.06
2013-w19,2013,w19,Colombo,326,SNAKE GOURD,89.41,22.73,32.51
2013-w20,2013,w20,Colombo,326,SNAKE GOURD,100.49,28.07,31.73
2013-w21,2013,w21,Colombo,326,SNAKE GOURD,95.81,25.55,31.08
2013-w22,2013,w22,Colombo,326,SNAKE GOURD,100.7,60.02,29.94
2013-w23,2013,w23,Colombo,326,SNAKE GOURD,99.36,55.78,29.69
2013-w24,2013,w24,Colombo,326,SNAKE GOURD,100.64,51.7,29.93
2013-w25,2013,w25,Colombo,326,SNAKE GOURD,100.64,43.28,29.95
2013-w26,2013,w26,Colombo,326,SNAKE GOURD,98.1,31.77,29.9
2013-w27,2013,w27,Colombo,326,SNAKE GOURD,98.0,44.72,30.07
2013-w28,2013,w28,Colombo,326,SNAKE GOURD,97.33,16.83,30.02
2013-w29,2013,w29,Colombo,326,SNAKE GOURD,98.65,35.3,29.68
2013-w30,2013,w30,Colombo,326,SNAKE GOURD,98.44,9.1,30.68
2013-w31,2013,w31,Colombo,326,SNAKE GOURD,99.44,39.18,29.82
2013-w32,2013,w32,Colombo,326,SNAKE GOURD,94.58,18.95,30.16
2013-w33,2013,w33,Colombo,326,SNAKE GOURD,90.11,13.0,30.17
2013-w34,2013,w34,Colombo,326,SNAKE GOURD,97.11,17.33,31.18
2013-w35,2013,w35,Colombo,326,SNAKE GOURD,85.24,28.17,30.62
2013-w36,2013,w36,Colombo,326,SNAKE GOURD,83.02,64.6,29.08
2013-w37,2013,w37,Colombo,326,SNAKE GOURD,82.95,44.78,29.54
2013-w38,2013,w38,Colombo,326,SNAKE GOURD,89.77,12.5,30.94
2013-w39,2013,w39,Colombo,326,SNAKE GOURD,92.5,7.75,30.87
2013-w40,2013,w40,Colombo,326,SNAKE GOURD,80.76,13.05,30.42
2013-w41,2013,w41,Colombo,326,SNAKE GOURD,79.63,51.47,31.0
2013-w42,2013,w42,Colombo,326,SNAKE GOURD,78.62,83.97,29.77
2013-w43,2013,w43,Colombo,326,SNAKE GOURD,85.58,69.0,30.64
2013-w44,2013,w44,Colombo,326,SNAKE GOURD,83.78,43.87,30.53
2013-w45,2013,w45,Colombo,326,SNAKE GOURD,90.0,29.03,30.23
2013-w46,2013,w46,Colombo,326,SNAKE GOURD,88.46,24.78,30.08
2013-w47,2013,w47,Colombo,326,SNAKE GOURD,95.65,48.73,30.32
2013-w48,2013,w48,Colombo,326,SNAKE GOURD,87.67,84.57,28.88
2013-w49,2013,w49,Colombo,326,SNAKE GOURD,79.78,9.32,29.53
2013-w50,2013,w50,Colombo,326,SNAKE GOURD,86.12,53.05,28.2
2013-w51,2013,w51,Colombo,326,SNAKE GOURD,82.17,9.52,27.85
2013-w52,2013,w52,Colombo,326,SNAKE GOURD,83.72,1.38,27.49
2013-w1,2013,w1,Colombo,309,TOMATOES,121.55,211.88,23.8
2013-w2,2013,w2,Colombo,309,TOMATOES,139.49,8.54,22.13
2013-w3,2013,w3,Colombo,309,TOMATOES,120.0,52.08,23.11
2013-w4,2013,w4,Colombo,309,TOMATOES,126.98,17.3,22.4
2013-w5,2013,w5,Colombo,309,TOMATOES,138.37,24.9,24.1
2013-w6,2013,w6,Colombo,309,TOMATOES,151.9,109.02,24.03
2013-w7,2013,w7,Colombo,309,TOMATOES,205.13,39.06,25.01
2013-w8,2013,w8,Colombo,309,TOMATOES,146.83,0.36,23.02
2013-w9,2013,w9,Colombo,309,TOMATOES,144.41,59.48,24.61
2013-w10,2013,w10,Colombo,309,TOMATOES,137.43,61.68,26.14
2013-w11,2013,w11,Colombo,309,TOMATOES,111.33,40.5,25.74
2013-w12,2013,w12,Colombo,309,TOMATOES,91.8,80.46,26.19
2013-w13,2013,w13,Colombo,309,TOMATOES,101.46,14.08,27.12
2013-w14,2013,w14,Colombo,309,TOMATOES,92.89,19.98,27.35
2013-w15,2013,w15,Colombo,309,TOMATOES,,68.42,27.24
2013-w16,2013,w16,Colombo,309,TOMATOES,90.0,28.72,27.48
2013-w17,2013,w17,Colombo,309,TOMATOES,81.67,66.08,26.8
2013-w18,2013,w18,Colombo,309,TOMATOES,97.71,68.58,26.79
2013-w19,2013,w19,Colombo,309,TOMATOES,104.29,16.88,26.81
2013-w20,2013,w20,Colombo,309,TOMATOES,105.12,37.24,26.68
2013-w21,2013,w21,Colombo,309,TOMATOES,93.96,16.24,25.49
2013-w22,2013,w22,Colombo,309,TOMATOES,98.96,53.82,24.46
2013-w23,2013,w23,Colombo,309,TOMATOES,117.8,82.78,23.85
2013-w24,2013,w24,Colombo,309,TOMATOES,138.08,49.34,24.14
2013-w25,2013,w25,Colombo,309,TOMATOES,138.08,54.66,24.0
2013-w26,2013,w26,Colombo,309,TOMATOES,137.73,32.22,24.07
2013-w27,2013,w27,Colombo,309,TOMATOES,151.8,64.22,24.18
2013-w28,2013,w28,Colombo,309,TOMATOES,153.78,21.0,24.05
2013-w29,2013,w29,Colombo,309,TOMATOES,105.2,26.34,23.81
2013-w30,2013,w30,Colombo,309,TOMATOES,106.91,9.8,24.54
2013-w31,2013,w31,Colombo,309,TOMATOES,92.92,70.84,23.68
2013-w32,2013,w32,Colombo,309,TOMATOES,84.04,19.9,24.12
2013-w33,2013,w33,Colombo,309,TOMATOES,81.5,9.78,24.29
2013-w34,2013,w34,Colombo,309,TOMATOES,80.55,54.42,25.32
2013-w35,2013,w35,Colombo,309,TOMATOES,88.91,45.08,25.26
2013-w36,2013,w36,Colombo,309,TOMATOES,91.48,54.66,23.3
2013-w37,2013,w37,Colombo,309,TOMATOES,133.33,49.0,23.95
2013-w38,2013,w38,Colombo,309,TOMATOES,119.11,9.16,24.9
2013-w39,2013,w39,Colombo,309,TOMATOES,113.64,4.66,24.62
2013-w40,2013,w40,Colombo,309,TOMATOES,103.72,11.2,24.48
2013-w41,2013,w41,Colombo,309,TOMATOES,101.84,50.32,25.08
2013-w42,2013,w42,Colombo,309,TOMATOES,109.11,62.52,24.11
2013-w43,2013,w43,Colombo,309,TOMATOES,110.62,58.48,25.13
2013-w44,2013,w44,Colombo,309,TOMATOES,104.26,62.6,24.68
2013-w45,2013,w45,Colombo,309,TOMATOES,91.91,27.44,24.61
2013-w46,2013,w46,Colombo,309,TOMATOES,80.0,54.4,24.28
2013-w47,2013,w47,Colombo,309,TOMATOES,72.71,102.38,24.65
2013-w48,2013,w48,Colombo,309,TOMATOES,71.51,97.26,23.48
2013-w49,2013,w49,Colombo,309,TOMATOES,66.82,18.02,23.89
2013-w50,2013,w50,Colombo,309,TOMATOES,71.4,45.92,23.08
2013-w51,2013,w51,Colombo,309,TOMATOES,88.82,31.56,22.81
2013-w52,2013,w52,Colombo,309,TOMATOES,97.21,4.22,22.32
2013-w1,2013,w1,Dambulla,330,ASH PLANTAINS,108.0,128.4,28.45
2013-w2,2013,w2,Dambulla,330,ASH PLANTAINS,112.0,0.02,26.17
2013-w3,2013,w3,Dambulla,330,ASH PLANTAINS,108.0,14.15,27.02
2013-w4,2013,w4,Dambulla,330,ASH PLANTAINS,106.0,5.88,26.63
2013-w5,2013,w5,Dambulla,330,ASH PLANTAINS,104.0,9.05,28.58
2013-w6,2013,w6,Dambulla,330,ASH PLANTAINS,104.0,67.57,28.59
2013-w7,2013,w7,Dambulla,330,ASH PLANTAINS,108.0,17.95,29.92
2013-w8,2013,w8,Dambulla,330,ASH PLANTAINS,98.0,0.0,27.92
2013-w9,2013,w9,Dambulla,330,ASH PLANTAINS,104.0,27.45,29.19
2013-w10,2013,w10,Dambulla,330,ASH PLANTAINS,104.0,17.1,31.47
2013-w11,2013,w11,Dambulla,330,ASH PLANTAINS,96.0,14.85,30.85
2013-w12,2013,w12,Dambulla,330,ASH PLANTAINS,96.0,36.12,31.62
2013-w13,2013,w13,Dambulla,330,ASH PLANTAINS,84.0,4.45,33.09
2013-w14,2013,w14,Dambulla,330,ASH PLANTAINS,68.0,5.78,33.18
2013-w15,2013,w15,Dambulla,330,ASH PLANTAINS,68.0,17.6,32.83
2013-w16,2013,w16,Dambulla,330,ASH PLANTAINS,66.0,21.85,33.43
2013-w17,2013,w17,Dambulla,330,ASH PLANTAINS,82.0,37.78,32.78
2013-w18,2013,w18,Dambulla,330,ASH PLANTAINS,78.0,24.1,31.64
2013-w19,2013,w19,Dambulla,330,ASH PLANTAINS,74.0,10.3,31.22
2013-w20,2013,w20,Dambulla,330,ASH PLANTAINS,82.0,8.98,31.21
2013-w21,2013,w21,Dambulla,330,ASH PLANTAINS,82.0,8.95,29.94
2013-w22,2013,w22,Dambulla,330,ASH PLANTAINS,78.0,24.08,28.9
2013-w23,2013,w23,Dambulla,330,ASH PLANTAINS,76.0,31.38,28.52
2013-w24,2013,w24,Dambulla,330,ASH PLANTAINS,76.0,31.7,28.53
2013-w25,2013,w25,Dambulla,330,ASH PLANTAINS,76.0,29.42,28.49
2013-w26,2013,w26,Dambulla,330,ASH PLANTAINS,74.0,10.3,28.62
2013-w27,2013,w27,Dambulla,330,ASH PLANTAINS,76.0,31.68,28.96
2013-w28,2013,w28,Dambulla,330,ASH PLANTAINS,76.0,8.18,28.69
2013-w29,2013,w29,Dambulla,330,ASH PLANTAINS,74.0,14.58,28.33
2013-w30,2013,w30,Dambulla,330,ASH PLANTAINS,76.0,5.65,29.49
2013-w31,2013,w31,Dambulla,330,ASH PLANTAINS,76.0,26.48,28.82
2013-w32,2013,w32,Dambulla,330,ASH PLANTAINS,82.0,21.02,29.03
2013-w33,2013,w33,Dambulla,330,ASH PLANTAINS,76.0,7.1,28.97
2013-w34,2013,w34,Dambulla,330,ASH PLANTAINS,76.0,14.82,30.67
2013-w35,2013,w35,Dambulla,330,ASH PLANTAINS,74.0,18.3,30.36
2013-w36,2013,w36,Dambulla,330,ASH PLANTAINS,78.0,33.68,27.9
2013-w37,2013,w37,Dambulla,330,ASH PLANTAINS,74.0,25.62,28.2
2013-w38,2013,w38,Dambulla,330,ASH PLANTAINS,66.0,6.28,29.83
2013-w39,2013,w39,Dambulla,330,ASH PLANTAINS,76.0,3.65,29.66
2013-w40,2013,w40,Dambulla,330,ASH PLANTAINS,76.0,5.4,29.41
2013-w41,2013,w41,Dambulla,330,ASH PLANTAINS,82.0,70.7,30.18
2013-w42,2013,w42,Dambulla,330,ASH PLANTAINS,74.0,84.3,28.61
2013-w43,2013,w43,Dambulla,330,ASH PLANTAINS,82.0,20.95,30.24
2013-w44,2013,w44,Dambulla,330,ASH PLANTAINS,76.0,19.38,29.9
2013-w45,2013,w45,Dambulla,330,ASH PLANTAINS,76.0,15.95,29.51
2013-w46,2013,w46,Dambulla,330,ASH PLANTAINS,78.0,34.68,29.08
2013-w47,2013,w47,Dambulla,330,ASH PLANTAINS,76.0,52.78,29.67
2013-w48,2013,w48,Dambulla,330,ASH PLANTAINS,76.0,79.6,27.78
2013-w49,2013,w49,Dambulla,330,ASH PLANTAINS,78.0,7.78,28.74
2013-w50,2013,w50,Dambulla,330,ASH PLANTAINS,76.0,26.0,27.34
2013-w51,2013,w51,Dambulla,330,ASH PLANTAINS,76.0,4.47,26.87
2013-w52,2013,w52,Dambulla,330,ASH PLANTAINS,74.0,1.82,26.04
2013-w1,2013,w1,Dambulla,305,BEETROOT,134.0,209.35,24.25
2013-w2,2013,w2,Dambulla,305,BEETROOT,144.0,8.07,22.42
2013-w3,2013,w3,Dambulla,305,BEETROOT,172.0,57.25,23.41
2013-w4,2013,w4,Dambulla,305,BEETROOT,132.0,17.5,22.65
2013-w5,2013,w5,Dambulla,305,BEETROOT,134.0,13.78,24.56
2013-w6,2013,w6,Dambulla,305,BEETROOT,100.0,84.08,24.44
2013-w7,2013,w7,Dambulla,305,BEETROOT,76.0,37.4,25.52
2013-w8,2013,w8,Dambulla,305,BEETROOT,74.0,0.25,23.42
2013-w9,2013,w9,Dambulla,305,BEETROOT,150.0,50.03,24.99
2013-w10,2013,w10,Dambulla,305,BEETROOT,138.0,41.52,26.76
2013-w11,2013,w11,Dambulla,305,BEETROOT,108.0,27.38,26.32
2013-w12,2013,w12,Dambulla,305,BEETROOT,130.0,53.68,26.81
2013-w13,2013,w13,Dambulla,305,BEETROOT,88.0,5.8,27.8
2013-w14,2013,w14,Dambulla,305,BEETROOT,104.0,16.18,28.04
2013-w15,2013,w15,Dambulla,305,BEETROOT,104.0,67.53,27.89
2013-w16,2013,w16,Dambulla,305,BEETROOT,120.0,25.05,28.14
2013-w17,2013,w17,Dambulla,305,BEETROOT,128.0,54.92,27.46
2013-w18,2013,w18,Dambulla,305,BEETROOT,132.0,63.3,27.44
2013-w19,2013,w19,Dambulla,305,BEETROOT,138.0,8.4,27.43
2013-w20,2013,w20,Dambulla,305,BEETROOT,148.0,33.83,27.34
2013-w21,2013,w21,Dambulla,305,BEETROOT,152.0,9.32,26.14
2013-w22,2013,w22,Dambulla,305,BEETROOT,136.0,38.8,25.05
2013-w23,2013,w23,Dambulla,305,BEETROOT,136.0,58.28,24.46
2013-w24,2013,w24,Dambulla,305,BEETROOT,144.0,34.35,24.7
2013-w25,2013,w25,Dambulla,305,BEETROOT,128.0,41.88,24.57
2013-w26,2013,w26,Dambulla,305,BEETROOT,126.0,26.18,24.65
2013-w27,2013,w27,Dambulla,305,BEETROOT,124.0,48.55,24.74
2013-w28,2013,w28,Dambulla,305,BEETROOT,124.0,12.52,24.64
2013-w29,2013,w29,Dambulla,305,BEETROOT,114.0,19.62,24.38
2013-w30,2013,w30,Dambulla,305,BEETROOT,88.0,7.55,25.14
2013-w31,2013,w31,Dambulla,305,BEETROOT,66.0,54.45,24.31
2013-w32,2013,w32,Dambulla,305,BEETROOT,68.0,15.0,24.77
2013-w33,2013,w33,Dambulla,305,BEETROOT,56.0,7.5,24.95
2013-w34,2013,w34,Dambulla,305,BEETROOT,54.0,46.68,26.02
2013-w35,2013,w35,Dambulla,305,BEETROOT,48.0,43.0,25.92
2013-w36,2013,w36,Dambulla,305,BEETROOT,54.0,41.32,23.9
2013-w37,2013,w37,Dambulla,305,BEETROOT,46.0,35.17,24.54
2013-w38,2013,w38,Dambulla,305,BEETROOT,48.0,6.68,25.51
2013-w39,2013,w39,Dambulla,305,BEETROOT,52.0,3.58,25.26
2013-w40,2013,w40,Dambulla,305,BEETROOT,54.0,10.25,25.12
2013-w41,2013,w41,Dambulla,305,BEETROOT,54.0,42.15,25.74
2013-w42,2013,w42,Dambulla,305,BEETROOT,46.0,61.03,24.69
2013-w43,2013,w43,Dambulla,305,BEETROOT,54.0,47.2,25.76
2013-w44,2013,w44,Dambulla,305,BEETROOT,54.0,30.18,25.2
2013-w45,2013,w45,Dambulla,305,BEETROOT,52.0,21.38,25.15
2013-w46,2013,w46,Dambulla,305,BEETROOT,70.0,52.3,24.85
2013-w47,2013,w47,Dambulla,305,BEETROOT,78.0,97.02,25.23
2013-w48,2013,w48,Dambulla,305,BEETROOT,76.0,97.72,23.87
2013-w49,2013,w49,Dambulla,305,BEETROOT,76.0,19.2,24.47
2013-w50,2013,w50,Dambulla,305,BEETROOT,78.0,40.15,23.43
2013-w51,2013,w51,Dambulla,305,BEETROOT,84.0,24.12,23.05
2013-w52,2013,w52,Dambulla,305,BEETROOT,88.0,3.05,22.57
2013-w1,2013,w1,Dambulla,321,BRINJALS,146.0,128.4,28.45
2013-w2,2013,w2,Dambulla,321,BRINJALS,186.0,0.02,26.17
2013-w3,2013,w3,Dambulla,321,BRINJALS,196.0,14.15,27.02
2013-w4,2013,w4,Dambulla,321,BRINJALS,184.0,5.88,26.63
2013-w5,2013,w5,Dambulla,321,BRINJALS,106.0,9.05,28.58
2013-w6,2013,w6,Dambulla,321,BRINJALS,74.0,67.57,28.59
2013-w7,2013,w7,Dambulla,321,BRINJALS,76.0,17.95,29.92
2013-w8,2013,w8,Dambulla,321,BRINJALS,56.0,0.0,27.92
2013-w9,2013,w9,Dambulla,321,BRINJALS,88.0,27.45,29.19
2013-w10,2013,w10,Dambulla,321,BRINJALS,82.0,17.1,31.47
2013-w11,2013,w11,Dambulla,321,BRINJALS,78.0,14.85,30.85
2013-w12,2013,w12,Dambulla,321,BRINJALS,74.0,36.12,31.62
2013-w13,2013,w13,Dambulla,321,BRINJALS,52.0,4.45,33.09
2013-w14,2013,w14,Dambulla,321,BRINJALS,68.0,5.78,33.18
2013-w15,2013,w15,Dambulla,321,BRINJALS,68.0,17.6,32.83
2013-w16,2013,w16,Dambulla,321,BRINJALS,56.0,21.85,33.43
2013-w17,2013,w17,Dambulla,321,BRINJALS,54.0,37.78,32.78
2013-w18,2013,w18,Dambulla,321,BRINJALS,56.0,24.1,31.64
2013-w19,2013,w19,Dambulla,321,BRINJALS,56.0,10.3,31.22
2013-w20,2013,w20,Dambulla,321,BRINJALS,76.0,8.98,31.21
2013-w21,2013,w21,Dambulla,321,BRINJALS,84.0,8.95,29.94
2013-w22,2013,w22,Dambulla,321,BRINJALS,78.0,24.08,28.9
2013-w23,2013,w23,Dambulla,321,BRINJALS,84.0,31.38,28.52
2013-w24,2013,w24,Dambulla,321,BRINJALS,74.0,31.7,28.53
2013-w25,2013,w25,Dambulla,321,BRINJALS,64.0,29.42,28.49
2013-w26,2013,w26,Dambulla,321,BRINJALS,56.0,10.3,28.62
2013-w27,2013,w27,Dambulla,321,BRINJALS,56.0,31.68,28.96
2013-w28,2013,w28,Dambulla,321,BRINJALS,56.0,8.18,28.69
2013-w29,2013,w29,Dambulla,321,BRINJALS,56.0,14.58,28.33
2013-w30,2013,w30,Dambulla,321,BRINJALS,56.0,5.65,29.49
2013-w31,2013,w31,Dambulla,321,BRINJALS,56.0,26.48,28.82
2013-w32,2013,w32,Dambulla,321,BRINJALS,64.0,21.02,29.03
2013-w33,2013,w33,Dambulla,321,BRINJALS,68.0,7.1,28.97
2013-w34,2013,w34,Dambulla,321,BRINJALS,78.0,14.82,30.67
2013-w35,2013,w35,Dambulla,321,BRINJALS,74.0,18.3,30.36
2013-w36,2013,w36,Dambulla,321,BRINJALS,72.0,33.68,27.9
2013-w37,2013,w37,Dambulla,321,BRINJALS,68.0,25.62,28.2
2013-w38,2013,w38,Dambulla,321,BRINJALS,54.0,6.28,29.83
2013-w39,2013,w39,Dambulla,321,BRINJALS,56.0,3.65,29.66
2013-w40,2013,w40,Dambulla,321,BRINJALS,62.0,5.4,29.41
2013-w41,2013,w41,Dambulla,321,BRINJALS,76.0,70.7,30.18
2013-w42,2013,w42,Dambulla,321,BRINJALS,76.0,84.3,28.61
2013-w43,2013,w43,Dambulla,321,BRINJALS,76.0,20.95,30.24
2013-w44,2013,w44,Dambulla,321,BRINJALS,54.0,19.38,29.9
2013-w45,2013,w45,Dambulla,321,BRINJALS,56.0,15.95,29.51
2013-w46,2013,w46,Dambulla,321,BRINJALS,58.0,34.68,29.08
2013-w47,2013,w47,Dambulla,321,BRINJALS,56.0,52.78,29.67
2013-w48,2013,w48,Dambulla,321,BRINJALS,54.0,79.6,27.78
2013-w49,2013,w49,Dambulla,321,BRINJALS,54.0,7.78,28.74
2013-w50,2013,w50,Dambulla,321,BRINJALS,58.0,26.0,27.34
2013-w51,2013,w51,Dambulla,321,BRINJALS,54.0,4.47,26.87
2013-w52,2013,w52,Dambulla,321,BRINJALS,96.0,1.82,26.04
2013-w1,2013,w1,Dambulla,308,CABBAGE,66.0,209.35,24.25
2013-w2,2013,w2,Dambulla,308,CABBAGE,84.0,8.07,22.42
2013-w3,2013,w3,Dambulla,308,CABBAGE,102.0,57.25,23.41
2013-w4,2013,w4,Dambulla,308,CABBAGE,92.0,17.5,22.65
2013-w5,2013,w5,Dambulla,308,CABBAGE,82.0,13.78,24.56
2013-w6,2013,w6,Dambulla,308,CABBAGE,76.0,84.08,24.44
2013-w7,2013,w7,Dambulla,308,CABBAGE,76.0,37.4,25.52
2013-w8,2013,w8,Dambulla,308,CABBAGE,58.0,0.25,23.42
2013-w9,2013,w9,Dambulla,308,CABBAGE,92.0,50.03,24.99
2013-w10,2013,w10,Dambulla,308,CABBAGE,96.0,41.52,26.76
2013-w11,2013,w11,Dambulla,308,CABBAGE,76.0,27.38,26.32
2013-w12,2013,w12,Dambulla,308,CABBAGE,76.0,53.68,26.81
2013-w13,2013,w13,Dambulla,308,CABBAGE,62.0,5.8,27.8
2013-w14,2013,w14,Dambulla,308,CABBAGE,70.0,16.18,28.04
2013-w15,2013,w15,Dambulla,308,CABBAGE,70.0,67.53,27.89
2013-w16,2013,w16,Dambulla,308,CABBAGE,74.0,25.05,28.14
2013-w17,2013,w17,Dambulla,308,CABBAGE,74.0,54.92,27.46
2013-w18,2013,w18,Dambulla,308,CABBAGE,76.0,63.3,27.44
2013-w19,2013,w19,Dambulla,308,CABBAGE,74.0,8.4,27.43
2013-w20,2013,w20,Dambulla,308,CABBAGE,92.0,33.83,27.34
2013-w21,2013,w21,Dambulla,308,CABBAGE,96.0,9.32,26.14
2013-w22,2013,w22,Dambulla,308,CABBAGE,100.0,38.8,25.05
2013-w23,2013,w23,Dambulla,308,CABBAGE,98.0,58.28,24.46
2013-w24,2013,w24,Dambulla,308,CABBAGE,118.0,34.35,24.7
2013-w25,2013,w25,Dambulla,308,CABBAGE,114.0,41.88,24.57
2013-w26,2013,w26,Dambulla,308,CABBAGE,108.0,26.18,24.65
2013-w27,2013,w27,Dambulla,308,CABBAGE,116.0,48.55,24.74
2013-w28,2013,w28,Dambulla,308,CABBAGE,116.0,12.52,24.64
2013-w29,2013,w29,Dambulla,308,CABBAGE,114.0,19.62,24.38
2013-w30,2013,w30,Dambulla,308,CABBAGE,96.0,7.55,25.14
2013-w31,2013,w31,Dambulla,308,CABBAGE,96.0,54.45,24.31
2013-w32,2013,w32,Dambulla,308,CABBAGE,92.0,15.0,24.77
2013-w33,2013,w33,Dambulla,308,CABBAGE,96.0,7.5,24.95
2013-w34,2013,w34,Dambulla,308,CABBAGE,92.0,46.68,26.02
2013-w35,2013,w35,Dambulla,308,CABBAGE,76.0,43.0,25.92
2013-w36,2013,w36,Dambulla,308,CABBAGE,76.0,41.32,23.9
2013-w37,2013,w37,Dambulla,308,CABBAGE,58.0,35.17,24.54
2013-w38,2013,w38,Dambulla,308,CABBAGE,54.0,6.68,25.51
2013-w39,2013,w39,Dambulla,308,CABBAGE,56.0,3.58,25.26
2013-w40,2013,w40,Dambulla,308,CABBAGE,56.0,10.25,25.12
2013-w41,2013,w41,Dambulla,308,CABBAGE,56.0,42.15,25.74
2013-w42,2013,w42,Dambulla,308,CABBAGE,58.0,61.03,24.69
2013-w43,2013,w43,Dambulla,308,CABBAGE,56.0,47.2,25.76
2013-w44,2013,w44,Dambulla,308,CABBAGE,48.0,30.18,25.2
2013-w45,2013,w45,Dambulla,308,CABBAGE,46.0,21.38,25.15
2013-w46,2013,w46,Dambulla,308,CABBAGE,46.0,52.3,24.85
2013-w47,2013,w47,Dambulla,308,CABBAGE,54.0,97.02,25.23
2013-w48,2013,w48,Dambulla,308,CABBAGE,42.0,97.72,23.87
2013-w49,2013,w49,Dambulla,308,CABBAGE,46.0,19.2,24.47
2013-w50,2013,w50,Dambulla,308,CABBAGE,44.0,40.15,23.43
2013-w51,2013,w51,Dambulla,308,CABBAGE,52.0,24.12,23.05
