Year_Week,year,week,location,code,vegetable_type,price,origin_rain_sum_mean_mm,origin_temperature_mean_c
2013-w1,2013,w1,Anuradhapura,330,ASH PLANTAINS,92.0,120.14,28.57
2013-w2,2013,w2,Anuradhapura,330,ASH PLANTAINS,92.0,0.0,26.07
2013-w3,2013,w3,Anuradhapura,330,ASH PLANTAINS,92.0,7.62,26.93
2013-w4,2013,w4,Anuradhapura,330,ASH PLANTAINS,92.0,2.02,26.71
2013-w5,2013,w5,Anuradhapura,330,ASH PLANTAINS,71.0,6.98,28.39
2013-w6,2013,w6,Anuradhapura,330,ASH PLANTAINS,71.0,60.1,28.64
2013-w7,2013,w7,Anuradhapura,330,ASH PLANTAINS,71.0,20.4,29.83
2013-w8,2013,w8,Anuradhapura,330,ASH PLANTAINS,71.0,0.0,27.87
2013-w9,2013,w9,Anuradhapura,330,ASH PLANTAINS,71.0,19.74,29.12
2013-w10,2013,w10,Anuradhapura,330,ASH PLANTAINS,88.0,16.86,31.31
2013-w11,2013,w11,Anuradhapura,330,ASH PLANTAINS,88.0,16.48,30.62
2013-w12,2013,w12,Anuradhapura,330,ASH PLANTAINS,88.0,16.68,31.94
2013-w13,2013,w13,Anuradhapura,330,ASH PLANTAINS,88.0,2.68,33.56
2013-w14,2013,w14,Anuradhapura,330,ASH PLANTAINS,88.0,5.62,33.79
2013-w15,2013,w15,Anuradhapura,330,ASH PLANTAINS,88.0,15.92,33.31
2013-w16,2013,w16,Anuradhapura,330,ASH PLANTAINS,88.0,18.64,33.86
2013-w17,2013,w17,Anuradhapura,330,ASH PLANTAINS,88.0,26.94,33.46
2013-w18,2013,w18,Anuradhapura,330,ASH PLANTAINS,88.0,22.46,32.28
2013-w19,2013,w19,Anuradhapura,330,ASH PLANTAINS,88.0,5.4,31.98
2013-w20,2013,w20,Anuradhapura,330,ASH PLANTAINS,88.0,6.86,31.8
2013-w21,2013,w21,Anuradhapura,330,ASH PLANTAINS,88.0,2.62,30.8
2013-w22,2013,w22,Anuradhapura,330,ASH PLANTAINS,72.0,13.56,29.81
2013-w23,2013,w23,Anuradhapura,330,ASH PLANTAINS,72.0,8.08,29.65
2013-w24,2013,w24,Anuradhapura,330,ASH PLANTAINS,72.0,9.46,29.6
2013-w25,2013,w25,Anuradhapura,330,ASH PLANTAINS,72.0,14.76,29.41
2013-w26,2013,w26,Anuradhapura,330,ASH PLANTAINS,72.0,2.98,29.54
2013-w27,2013,w27,Anuradhapura,330,ASH PLANTAINS,88.0,35.82,30.11
2013-w28,2013,w28,Anuradhapura,330,ASH PLANTAINS,88.0,4.02,29.73
2013-w29,2013,w29,Anuradhapura,330,ASH PLANTAINS,88.0,4.56,29.02
2013-w30,2013,w30,Anuradhapura,330,ASH PLANTAINS,75.0,2.86,30.24
2013-w31,2013,w31,Anuradhapura,330,ASH PLANTAINS,72.0,22.22,29.92
2013-w32,2013,w32,Anuradhapura,330,ASH PLANTAINS,72.0,42.4,29.9
2013-w33,2013,w33,Anuradhapura,330,ASH PLANTAINS,72.0,1.5,29.41
2013-w34,2013,w34,Anuradhapura,330,ASH PLANTAINS,72.0,15.62,31.57
2013-w35,2013,w35,Anuradhapura,330,ASH PLANTAINS,72.0,13.72,30.81
2013-w36,2013,w36,Anuradhapura,330,ASH PLANTAINS,88.0,30.88,28.79
2013-w37,2013,w37,Anuradhapura,330,ASH PLANTAINS,88.0,8.98,28.75
2013-w38,2013,w38,Anuradhapura,330,ASH PLANTAINS,88.0,1.76,30.56
2013-w39,2013,w39,Anuradhapura,330,ASH PLANTAINS,88.0,1.02,30.49
2013-w40,2013,w40,Anuradhapura,330,ASH PLANTAINS,112.0,2.64,30.17
2013-w41,2013,w41,Anuradhapura,330,ASH PLANTAINS,88.0,54.96,31.17
2013-w42,2013,w42,Anuradhapura,330,ASH PLANTAINS,88.0,60.48,29.32
2013-w43,2013,w43,Anuradhapura,330,ASH PLANTAINS,88.0,12.1,30.81
2013-w44,2013,w44,Anuradhapura,330,ASH PLANTAINS,88.0,18.34,29.93
2013-w45,2013,w45,Anuradhapura,330,ASH PLANTAINS,88.0,12.78,29.48
2013-w46,2013,w46,Anuradhapura,330,ASH PLANTAINS,88.0,37.76,29.16
2013-w47,2013,w47,Anuradhapura,330,ASH PLANTAINS,88.0,21.76,29.76
2013-w48,2013,w48,Anuradhapura,330,ASH PLANTAINS,88.0,85.88,27.97
2013-w49,2013,w49,Anuradhapura,330,ASH PLANTAINS,88.0,5.02,28.61
2013-w50,2013,w50,Anuradhapura,330,ASH PLANTAINS,72.0,17.66,27.34
2013-w51,2013,w51,Anuradhapura,330,ASH PLANTAINS,72.0,2.58,26.9
2013-w52,2013,w52,Anuradhapura,330,ASH PLANTAINS,88.0,0.72,25.78
2013-w1,2013,w1,Anuradhapura,305,BEETROOT,168.0,179.23,27.14
2013-w2,2013,w2,Anuradhapura,305,BEETROOT,168.0,3.7,24.68
2013-w3,2013,w3,Anuradhapura,305,BEETROOT,206.0,52.23,25.77
2013-w4,2013,w4,Anuradhapura,305,BEETROOT,163.75,16.37,25.09
2013-w5,2013,w5,Anuradhapura,305,BEETROOT,163.75,14.23,27.34
2013-w6,2013,w6,Anuradhapura,305,BEETROOT,163.75,80.6,27.22
2013-w7,2013,w7,Anuradhapura,305,BEETROOT,115.0,27.83,28.46
2013-w8,2013,w8,Anuradhapura,305,BEETROOT,130.0,0.27,26.22
2013-w9,2013,w9,Anuradhapura,305,BEETROOT,172.0,43.07,27.78
2013-w10,2013,w10,Anuradhapura,305,BEETROOT,168.0,32.0,29.95
2013-w11,2013,w11,Anuradhapura,305,BEETROOT,140.0,25.13,29.39
2013-w12,2013,w12,Anuradhapura,305,BEETROOT,184.0,50.47,30.04
2013-w13,2013,w13,Anuradhapura,305,BEETROOT,110.0,5.67,31.39
2013-w14,2013,w14,Anuradhapura,305,BEETROOT,96.0,7.13,31.53
2013-w15,2013,w15,Anuradhapura,305,BEETROOT,96.0,42.53,31.14
2013-w16,2013,w16,Anuradhapura,305,BEETROOT,96.0,30.03,31.62
2013-w17,2013,w17,Anuradhapura,305,BEETROOT,150.0,46.23,31.01
2013-w18,2013,w18,Anuradhapura,305,BEETROOT,150.0,36.5,30.24
2013-w19,2013,w19,Anuradhapura,305,BEETROOT,150.0,8.53,29.63
2013-w20,2013,w20,Anuradhapura,305,BEETROOT,150.0,15.8,29.85
2013-w21,2013,w21,Anuradhapura,305,BEETROOT,190.0,7.13,28.35
2013-w22,2013,w22,Anuradhapura,305,BEETROOT,168.0,26.27,27.24
2013-w23,2013,w23,Anuradhapura,305,BEETROOT,168.0,41.93,26.61
2013-w24,2013,w24,Anuradhapura,305,BEETROOT,168.0,31.9,26.66
2013-w25,2013,w25,Anuradhapura,305,BEETROOT,168.0,30.87,26.71
2013-w26,2013,w26,Anuradhapura,305,BEETROOT,168.0,16.83,26.88
2013-w27,2013,w27,Anuradhapura,305,BEETROOT,168.0,39.13,26.91
2013-w28,2013,w28,Anuradhapura,305,BEETROOT,168.0,10.5,26.81
2013-w29,2013,w29,Anuradhapura,305,BEETROOT,128.0,15.27,26.58
2013-w30,2013,w30,Anuradhapura,305,BEETROOT,112.0,7.23,27.64
2013-w31,2013,w31,Anuradhapura,305,BEETROOT,88.0,51.6,26.62
2013-w32,2013,w32,Anuradhapura,305,BEETROOT,88.0,22.13,26.98
2013-w33,2013,w33,Anuradhapura,305,BEETROOT,76.0,8.1,27.29
2013-w34,2013,w34,Anuradhapura,305,BEETROOT,76.0,38.7,28.76
2013-w35,2013,w35,Anuradhapura,305,BEETROOT,64.0,27.63,28.86
2013-w36,2013,w36,Anuradhapura,305,BEETROOT,76.0,33.83,26.11
2013-w37,2013,w37,Anuradhapura,305,BEETROOT,76.0,25.9,26.64
2013-w38,2013,w38,Anuradhapura,305,BEETROOT,76.0,4.93,28.03
2013-w39,2013,w39,Anuradhapura,305,BEETROOT,76.0,3.6,27.76
2013-w40,2013,w40,Anuradhapura,305,BEETROOT,64.0,8.9,27.64
2013-w41,2013,w41,Anuradhapura,305,BEETROOT,56.0,44.17,28.33
2013-w42,2013,w42,Anuradhapura,305,BEETROOT,68.0,87.67,27.07
2013-w43,2013,w43,Anuradhapura,305,BEETROOT,56.0,31.43,28.73
2013-w44,2013,w44,Anuradhapura,305,BEETROOT,68.0,28.6,28.31
2013-w45,2013,w45,Anuradhapura,305,BEETROOT,64.0,26.87,28.1
2013-w46,2013,w46,Anuradhapura,305,BEETROOT,64.0,51.77,27.73
2013-w47,2013,w47,Anuradhapura,305,BEETROOT,76.0,81.33,28.26
2013-w48,2013,w48,Anuradhapura,305,BEETROOT,108.0,89.97,26.48
2013-w49,2013,w49,Anuradhapura,305,BEETROOT,92.0,19.6,27.28
2013-w50,2013,w50,Anuradhapura,305,BEETROOT,92.0,35.47,26.09
2013-w51,2013,w51,Anuradhapura,305,BEETROOT,108.0,18.8,25.44
2013-w52,2013,w52,Anuradhapura,305,BEETROOT,108.0,3.63,24.89
2013-w1,2013,w1,Anuradhapura,321,BRINJALS,112.0,120.14,28.57
2013-w2,2013,w2,Anuradhapura,321,BRINJALS,150.0,0.0,26.07
2013-w3,2013,w3,Anuradhapura,321,BRINJALS,200.0,7.62,26.93
2013-w4,2013,w4,Anuradhapura,321,BRINJALS,200.0,2.02,26.71
2013-w5,2013,w5,Anuradhapura,321,BRINJALS,200.0,6.98,28.39
2013-w6,2013,w6,Anuradhapura,321,BRINJALS,72.0,60.1,28.64
2013-w7,2013,w7,Anuradhapura,321,BRINJALS,56.0,20.4,29.83
2013-w8,2013,w8,Anuradhapura,321,BRINJALS,52.0,0.0,27.87
2013-w9,2013,w9,Anuradhapura,321,BRINJALS,88.0,19.74,29.12
2013-w10,2013,w10,Anuradhapura,321,BRINJALS,88.0,16.86,31.31
2013-w11,2013,w11,Anuradhapura,321,BRINJALS,62.0,16.48,30.62
2013-w12,2013,w12,Anuradhapura,321,BRINJALS,62.0,16.68,31.94
2013-w13,2013,w13,Anuradhapura,321,BRINJALS,46.0,2.68,33.56
2013-w14,2013,w14,Anuradhapura,321,BRINJALS,46.0,5.62,33.79
2013-w15,2013,w15,Anuradhapura,321,BRINJALS,46.0,15.92,33.31
2013-w16,2013,w16,Anuradhapura,321,BRINJALS,72.0,18.64,33.86
2013-w17,2013,w17,Anuradhapura,321,BRINJALS,68.0,26.94,33.46
2013-w18,2013,w18,Anuradhapura,321,BRINJALS,68.0,22.46,32.28
2013-w19,2013,w19,Anuradhapura,321,BRINJALS,56.0,5.4,31.98
2013-w20,2013,w20,Anuradhapura,321,BRINJALS,72.0,6.86,31.8
2013-w21,2013,w21,Anuradhapura,321,BRINJALS,72.0,2.62,30.8
2013-w22,2013,w22,Anuradhapura,321,BRINJALS,68.0,13.56,29.81
2013-w23,2013,w23,Anuradhapura,321,BRINJALS,68.0,8.08,29.65
2013-w24,2013,w24,Anuradhapura,321,BRINJALS,68.0,9.46,29.6
2013-w25,2013,w25,Anuradhapura,321,BRINJALS,68.0,14.76,29.41
2013-w26,2013,w26,Anuradhapura,321,BRINJALS,68.0,2.98,29.54
2013-w27,2013,w27,Anuradhapura,321,BRINJALS,52.0,35.82,30.11
2013-w28,2013,w28,Anuradhapura,321,BRINJALS,52.0,4.02,29.73
2013-w29,2013,w29,Anuradhapura,321,BRINJALS,56.0,4.56,29.02
2013-w30,2013,w30,Anuradhapura,321,BRINJALS,56.0,2.86,30.24
2013-w31,2013,w31,Anuradhapura,321,BRINJALS,56.0,22.22,29.92
2013-w32,2013,w32,Anuradhapura,321,BRINJALS,68.0,42.4,29.9
2013-w33,2013,w33,Anuradhapura,321,BRINJALS,68.0,1.5,29.41
2013-w34,2013,w34,Anuradhapura,321,BRINJALS,68.0,15.62,31.57
2013-w35,2013,w35,Anuradhapura,321,BRINJALS,68.0,13.72,30.81
2013-w36,2013,w36,Anuradhapura,321,BRINJALS,68.0,30.88,28.79
2013-w37,2013,w37,Anuradhapura,321,BRINJALS,68.0,8.98,28.75
2013-w38,2013,w38,Anuradhapura,321,BRINJALS,68.0,1.76,30.56
2013-w39,2013,w39,Anuradhapura,321,BRINJALS,68.0,1.02,30.49
2013-w40,2013,w40,Anuradhapura,321,BRINJALS,68.0,2.64,30.17
2013-w41,2013,w41,Anuradhapura,321,BRINJALS,68.0,54.96,31.17
2013-w42,2013,w42,Anuradhapura,321,BRINJALS,68.0,60.48,29.32
2013-w43,2013,w43,Anuradhapura,321,BRINJALS,68.0,12.1,30.81
2013-w44,2013,w44,Anuradhapura,321,BRINJALS,68.0,18.34,29.93
2013-w45,2013,w45,Anuradhapura,321,BRINJALS,68.0,12.78,29.48
2013-w46,2013,w46,Anuradhapura,321,BRINJALS,68.0,37.76,29.16
2013-w47,2013,w47,Anuradhapura,321,BRINJALS,68.0,21.76,29.76
2013-w48,2013,w48,Anuradhapura,321,BRINJALS,68.0,85.88,27.97
2013-w49,2013,w49,Anuradhapura,321,BRINJALS,52.0,5.02,28.61
2013-w50,2013,w50,Anuradhapura,321,BRINJALS,48.0,17.66,27.34
2013-w51,2013,w51,Anuradhapura,321,BRINJALS,56.0,2.58,26.9
2013-w52,2013,w52,Anuradhapura,321,BRINJALS,62.0,0.72,25.78
2013-w1,2013,w1,Anuradhapura,308,CABBAGE,110.0,179.23,27.14
2013-w2,2013,w2,Anuradhapura,308,CABBAGE,108.0,3.7,24.68
2013-w3,2013,w3,Anuradhapura,308,CABBAGE,112.0,52.23,25.77
2013-w4,2013,w4,Anuradhapura,308,CABBAGE,116.0,16.37,25.09
2013-w5,2013,w5,Anuradhapura,308,CABBAGE,116.0,14.23,27.34
2013-w6,2013,w6,Anuradhapura,308,CABBAGE,96.0,80.6,27.22
2013-w7,2013,w7,Anuradhapura,308,CABBAGE,68.0,27.83,28.46
2013-w8,2013,w8,Anuradhapura,308,CABBAGE,68.0,0.27,26.22
2013-w9,2013,w9,Anuradhapura,308,CABBAGE,68.0,43.07,27.78
2013-w10,2013,w10,Anuradhapura,308,CABBAGE,92.0,32.0,29.95
2013-w11,2013,w11,Anuradhapura,308,CABBAGE,92.0,25.13,29.39
2013-w12,2013,w12,Anuradhapura,308,CABBAGE,92.0,50.47,30.04
2013-w13,2013,w13,Anuradhapura,308,CABBAGE,88.0,5.67,31.39
2013-w14,2013,w14,Anuradhapura,308,CABBAGE,88.0,7.13,31.53
2013-w15,2013,w15,Anuradhapura,308,CABBAGE,88.0,42.53,31.14
2013-w16,2013,w16,Anuradhapura,308,CABBAGE,88.0,30.03,31.62
2013-w17,2013,w17,Anuradhapura,308,CABBAGE,72.0,46.23,31.01
2013-w18,2013,w18,Anuradhapura,308,CABBAGE,72.0,36.5,30.24
2013-w19,2013,w19,Anuradhapura,308,CABBAGE,72.0,8.53,29.63
2013-w20,2013,w20,Anuradhapura,308,CABBAGE,112.0,15.8,29.85
2013-w21,2013,w21,Anuradhapura,308,CABBAGE,112.0,7.13,28.35
2013-w22,2013,w22,Anuradhapura,308,CABBAGE,112.0,26.27,27.24
2013-w23,2013,w23,Anuradhapura,308,CABBAGE,152.0,41.93,26.61
2013-w24,2013,w24,Anuradhapura,308,CABBAGE,152.0,31.9,26.66
2013-w25,2013,w25,Anuradhapura,308,CABBAGE,152.0,30.87,26.71
2013-w26,2013,w26,Anuradhapura,308,CABBAGE,152.0,16.83,26.88
2013-w27,2013,w27,Anuradhapura,308,CABBAGE,152.0,39.13,26.91
2013-w28,2013,w28,Anuradhapura,308,CABBAGE,152.0,10.5,26.81
2013-w29,2013,w29,Anuradhapura,308,CABBAGE,128.0,15.27,26.58
2013-w30,2013,w30,Anuradhapura,308,CABBAGE,128.0,7.23,27.64
2013-w31,2013,w31,Anuradhapura,308,CABBAGE,112.0,51.6,26.62
2013-w32,2013,w32,Anuradhapura,308,CABBAGE,112.0,22.13,26.98
2013-w33,2013,w33,Anuradhapura,308,CABBAGE,112.0,8.1,27.29
2013-w34,2013,w34,Anuradhapura,308,CABBAGE,112.0,38.7,28.76
2013-w35,2013,w35,Anuradhapura,308,CABBAGE,112.0,27.63,28.86
2013-w36,2013,w36,Anuradhapura,308,CABBAGE,112.0,33.83,26.11
2013-w37,2013,w37,Anuradhapura,308,CABBAGE,112.0,25.9,26.64
2013-w38,2013,w38,Anuradhapura,308,CABBAGE,92.0,4.93,28.03
2013-w39,2013,w39,Anuradhapura,308,CABBAGE,92.0,3.6,27.76
2013-w40,2013,w40,Anuradhapura,308,CABBAGE,92.0,8.9,27.64
2013-w41,2013,w41,Anuradhapura,308,CABBAGE,92.0,44.17,28.33
2013-w42,2013,w42,Anuradhapura,308,CABBAGE,92.0,87.67,27.07
2013-w43,2013,w43,Anuradhapura,308,CABBAGE,92.0,31.43,28.73
2013-w44,2013,w44,Anuradhapura,308,CABBAGE,92.0,28.6,28.31
2013-w45,2013,w45,Anuradhapura,308,CABBAGE,92.0,26.87,28.1
2013-w46,2013,w46,Anuradhapura,308,CABBAGE,75.0,51.77,27.73
2013-w47,2013,w47,Anuradhapura,308,CABBAGE,66.0,81.33,28.26
2013-w48,2013,w48,Anuradhapura,308,CABBAGE,70.0,89.97,26.48
2013-w49,2013,w49,Anuradhapura,308,CABBAGE,48.0,19.6,27.28
2013-w50,2013,w50,Anuradhapura,308,CABBAGE,48.0,35.47,26.09
2013-w51,2013,w51,Anuradhapura,308,CABBAGE,64.0,18.8,25.44
2013-w52,2013,w52,Anuradhapura,308,CABBAGE,52.0,3.63,24.89
2013-w1,2013,w1,Anuradhapura,303,CARROT,168.0,179.23,27.14
2013-w2,2013,w2,Anuradhapura,303,CARROT,192.0,3.7,24.68
2013-w3,2013,w3,Anuradhapura,303,CARROT,235.0,52.23,25.77
2013-w4,2013,w4,Anuradhapura,303,CARROT,207.5,16.37,25.09
2013-w5,2013,w5,Anuradhapura,303,CARROT,207.5,14.23,27.34
2013-w6,2013,w6,Anuradhapura,303,CARROT,164.0,80.6,27.22
2013-w7,2013,w7,Anuradhapura,303,CARROT,164.0,27.83,28.46
2013-w8,2013,w8,Anuradhapura,303,CARROT,164.0,0.27,26.22
2013-w9,2013,w9,Anuradhapura,303,CARROT,192.0,43.07,27.78
2013-w10,2013,w10,Anuradhapura,303,CARROT,192.0,32.0,29.95
2013-w11,2013,w11,Anuradhapura,303,CARROT,192.0,25.13,29.39
2013-w12,2013,w12,Anuradhapura,303,CARROT,170.0,50.47,30.04
2013-w13,2013,w13,Anuradhapura,303,CARROT,135.0,5.67,31.39
2013-w14,2013,w14,Anuradhapura,303,CARROT,152.0,7.13,31.53
2013-w15,2013,w15,Anuradhapura,303,CARROT,152.0,42.53,31.14
2013-w16,2013,w16,Anuradhapura,303,CARROT,212.0,30.03,31.62
2013-w17,2013,w17,Anuradhapura,303,CARROT,200.0,46.23,31.01
2013-w18,2013,w18,Anuradhapura,303,CARROT,168.0,36.5,30.24
2013-w19,2013,w19,Anuradhapura,303,CARROT,168.0,8.53,29.63
2013-w20,2013,w20,Anuradhapura,303,CARROT,168.0,15.8,29.85
2013-w21,2013,w21,Anuradhapura,303,CARROT,180.0,7.13,28.35
2013-w22,2013,w22,Anuradhapura,303,CARROT,168.0,26.27,27.24
2013-w23,2013,w23,Anuradhapura,303,CARROT,192.0,41.93,26.61
2013-w24,2013,w24,Anuradhapura,303,CARROT,192.0,31.9,26.66
2013-w25,2013,w25,Anuradhapura,303,CARROT,208.0,30.87,26.71
2013-w26,2013,w26,Anuradhapura,303,CARROT,192.0,16.83,26.88
2013-w27,2013,w27,Anuradhapura,303,CARROT,192.0,39.13,26.91
2013-w28,2013,w28,Anuradhapura,303,CARROT,192.0,10.5,26.81
2013-w29,2013,w29,Anuradhapura,303,CARROT,232.0,15.27,26.58
2013-w30,2013,w30,Anuradhapura,303,CARROT,232.0,7.23,27.64
2013-w31,2013,w31,Anuradhapura,303,CARROT,208.0,51.6,26.62
2013-w32,2013,w32,Anuradhapura,303,CARROT,192.0,22.13,26.98
2013-w33,2013,w33,Anuradhapura,303,CARROT,192.0,8.1,27.29
2013-w34,2013,w34,Anuradhapura,303,CARROT,172.0,38.7,28.76
2013-w35,2013,w35,Anuradhapura,303,CARROT,172.0,27.63,28.86
2013-w36,2013,w36,Anuradhapura,303,CARROT,188.0,33.83,26.11
2013-w37,2013,w37,Anuradhapura,303,CARROT,172.0,25.9,26.64
2013-w38,2013,w38,Anuradhapura,303,CARROT,172.0,4.93,28.03
2013-w39,2013,w39,Anuradhapura,303,CARROT,152.0,3.6,27.76
2013-w40,2013,w40,Anuradhapura,303,CARROT,128.0,8.9,27.64
2013-w41,2013,w41,Anuradhapura,303,CARROT,148.0,44.17,28.33
2013-w42,2013,w42,Anuradhapura,303,CARROT,132.0,87.67,27.07
2013-w43,2013,w43,Anuradhapura,303,CARROT,148.0,31.43,28.73
2013-w44,2013,w44,Anuradhapura,303,CARROT,132.0,28.6,28.31
2013-w45,2013,w45,Anuradhapura,303,CARROT,132.0,26.87,28.1
2013-w46,2013,w46,Anuradhapura,303,CARROT,132.0,51.77,27.73
2013-w47,2013,w47,Anuradhapura,303,CARROT,132.0,81.33,28.26
2013-w48,2013,w48,Anuradhapura,303,CARROT,132.0,89.97,26.48
2013-w49,2013,w49,Anuradhapura,303,CARROT,132.0,19.6,27.28
2013-w50,2013,w50,Anuradhapura,303,CARROT,128.0,35.47,26.09
2013-w51,2013,w51,Anuradhapura,303,CARROT,116.0,18.8,25.44
2013-w52,2013,w52,Anuradhapura,303,CARROT,112.0,3.63,24.89
2013-w1,2013,w1,Anuradhapura,302,GREEN BEANS,197.5,179.23,27.14
2013-w2,2013,w2,Anuradhapura,302,GREEN BEANS,197.5,3.7,24.68
2013-w3,2013,w3,Anuradhapura,302,GREEN BEANS,225.0,52.23,25.77
2013-w4,2013,w4,Anuradhapura,302,GREEN BEANS,165.0,16.37,25.09
2013-w5,2013,w5,Anuradhapura,302,GREEN BEANS,165.0,14.23,27.34
2013-w6,2013,w6,Anuradhapura,302,GREEN BEANS,128.0,80.6,27.22
2013-w7,2013,w7,Anuradhapura,302,GREEN BEANS,128.0,27.83,28.46
2013-w8,2013,w8,Anuradhapura,302,GREEN BEANS,128.0,0.27,26.22
2013-w9,2013,w9,Anuradhapura,302,GREEN BEANS,176.0,43.07,27.78
2013-w10,2013,w10,Anuradhapura,302,GREEN BEANS,192.0,32.0,29.95
2013-w11,2013,w11,Anuradhapura,302,GREEN BEANS,192.0,25.13,29.39
2013-w12,2013,w12,Anuradhapura,302,GREEN BEANS,192.0,50.47,30.04
2013-w13,2013,w13,Anuradhapura,302,GREEN BEANS,110.0,5.67,31.39
2013-w14,2013,w14,Anuradhapura,302,GREEN BEANS,96.0,7.13,31.53
2013-w15,2013,w15,Anuradhapura,302,GREEN BEANS,96.0,42.53,31.14
2013-w16,2013,w16,Anuradhapura,302,GREEN BEANS,112.0,30.03,31.62
2013-w17,2013,w17,Anuradhapura,302,GREEN BEANS,88.0,46.23,31.01
2013-w18,2013,w18,Anuradhapura,302,GREEN BEANS,112.0,36.5,30.24
2013-w19,2013,w19,Anuradhapura,302,GREEN BEANS,112.0,8.53,29.63
2013-w20,2013,w20,Anuradhapura,302,GREEN BEANS,154.0,15.8,29.85
2013-w21,2013,w21,Anuradhapura,302,GREEN BEANS,190.0,7.13,28.35
2013-w22,2013,w22,Anuradhapura,302,GREEN BEANS,132.0,26.27,27.24
2013-w23,2013,w23,Anuradhapura,302,GREEN BEANS,152.0,41.93,26.61
2013-w24,2013,w24,Anuradhapura,302,GREEN BEANS,176.0,31.9,26.66
2013-w25,2013,w25,Anuradhapura,302,GREEN BEANS,176.0,30.87,26.71
2013-w26,2013,w26,Anuradhapura,302,GREEN BEANS,168.0,16.83,26.88
2013-w27,2013,w27,Anuradhapura,302,GREEN BEANS,168.0,39.13,26.91
2013-w28,2013,w28,Anuradhapura,302,GREEN BEANS,168.0,10.5,26.81
2013-w29,2013,w29,Anuradhapura,302,GREEN BEANS,168.0,15.27,26.58
2013-w30,2013,w30,Anuradhapura,302,GREEN BEANS,168.0,7.23,27.64
2013-w31,2013,w31,Anuradhapura,302,GREEN BEANS,156.0,51.6,26.62
2013-w32,2013,w32,Anuradhapura,302,GREEN BEANS,192.0,22.13,26.98
2013-w33,2013,w33,Anuradhapura,302,GREEN BEANS,192.0,8.1,27.29
2013-w34,2013,w34,Anuradhapura,302,GREEN BEANS,168.0,38.7,28.76
2013-w35,2013,w35,Anuradhapura,302,GREEN BEANS,168.0,27.63,28.86
2013-w36,2013,w36,Anuradhapura,302,GREEN BEANS,168.0,33.83,26.11
2013-w37,2013,w37,Anuradhapura,302,GREEN BEANS,152.0,25.9,26.64
2013-w38,2013,w38,Anuradhapura,302,GREEN BEANS,152.0,4.93,28.03
2013-w39,2013,w39,Anuradhapura,302,GREEN BEANS,152.0,3.6,27.76
2013-w40,2013,w40,Anuradhapura,302,GREEN BEANS,128.0,8.9,27.64
2013-w41,2013,w41,Anuradhapura,302,GREEN BEANS,128.0,44.17,28.33
2013-w42,2013,w42,Anuradhapura,302,GREEN BEANS,128.0,87.67,27.07
2013-w43,2013,w43,Anuradhapura,302,GREEN BEANS,128.0,31.43,28.73
2013-w44,2013,w44,Anuradhapura,302,GREEN BEANS,152.0,28.6,28.31
2013-w45,2013,w45,Anuradhapura,302,GREEN BEANS,152.0,26.87,28.1
2013-w46,2013,w46,Anuradhapura,302,GREEN BEANS,152.0,51.77,27.73
2013-w47,2013,w47,Anuradhapura,302,GREEN BEANS,128.0,81.33,28.26
2013-w48,2013,w48,Anuradhapura,302,GREEN BEANS,152.0,89.97,26.48
2013-w49,2013,w49,Anuradhapura,302,GREEN BEANS,152.0,19.6,27.28
2013-w50,2013,w50,Anuradhapura,302,GREEN BEANS,128.0,35.47,26.09
2013-w51,2013,w51,Anuradhapura,302,GREEN BEANS,112.0,18.8,25.44
2013-w52,2013,w52,Anuradhapura,302,GREEN BEANS,136.0,3.63,24.89
2013-w1,2013,w1,Anuradhapura,331,GREEN CHILLIES,214.0,120.14,28.57
2013-w2,2013,w2,Anuradhapura,331,GREEN CHILLIES,208.0,0.0,26.07
2013-w3,2013,w3,Anuradhapura,331,GREEN CHILLIES,296.0,7.62,26.93
2013-w4,2013,w4,Anuradhapura,331,GREEN CHILLIES,296.0,2.02,26.71
2013-w5,2013,w5,Anuradhapura,331,GREEN CHILLIES,296.0,6.98,28.39
2013-w6,2013,w6,Anuradhapura,331,GREEN CHILLIES,284.0,60.1,28.64
2013-w7,2013,w7,Anuradhapura,331,GREEN CHILLIES,392.0,20.4,29.83
2013-w8,2013,w8,Anuradhapura,331,GREEN CHILLIES,366.0,0.0,27.87
2013-w9,2013,w9,Anuradhapura,331,GREEN CHILLIES,392.0,19.74,29.12
2013-w10,2013,w10,Anuradhapura,331,GREEN CHILLIES,392.0,16.86,31.31
2013-w11,2013,w11,Anuradhapura,331,GREEN CHILLIES,308.0,16.48,30.62
2013-w12,2013,w12,Anuradhapura,331,GREEN CHILLIES,308.0,16.68,31.94
2013-w13,2013,w13,Anuradhapura,331,GREEN CHILLIES,308.0,2.68,33.56
2013-w14,2013,w14,Anuradhapura,331,GREEN CHILLIES,308.0,5.62,33.79
2013-w15,2013,w15,Anuradhapura,331,GREEN CHILLIES,308.0,15.92,33.31
2013-w16,2013,w16,Anuradhapura,331,GREEN CHILLIES,348.0,18.64,33.86
2013-w17,2013,w17,Anuradhapura,331,GREEN CHILLIES,292.0,26.94,33.46
2013-w18,2013,w18,Anuradhapura,331,GREEN CHILLIES,176.0,22.46,32.28
2013-w19,2013,w19,Anuradhapura,331,GREEN CHILLIES,192.0,5.4,31.98
2013-w20,2013,w20,Anuradhapura,331,GREEN CHILLIES,192.0,6.86,31.8
2013-w21,2013,w21,Anuradhapura,331,GREEN CHILLIES,325.0,2.62,30.8
