Year_Week,year,week,retail_market,code,vegetable_type,no_of_holidays,vegetable_zone,seasonality,lanka_auto_diesel_price,mean_apparent_temperature,rain_sum,usd_exchange_rate,mean_farmer_price,retail_price
2013-w1,2013,w1,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,115.0,28.57,120.14,127.07,,92.0
2013-w2,2013,w2,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,115.0,26.07,0.0,126.35,,92.0
2013-w3,2013,w3,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,115.0,26.93,7.62,126.74,,92.0
2013-w4,2013,w4,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,115.0,26.71,2.02,126.88,,92.0
2013-w5,2013,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,115.0,28.39,6.98,126.31,,71.0
2013-w6,2013,w6,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,115.0,28.64,60.1,126.36,,71.0
2013-w7,2013,w7,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,115.0,29.83,20.4,126.9,,71.0
2013-w8,2013,w8,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,120.14,27.87,0.0,127.43,,71.0
2013-w9,2013,w9,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.12,19.74,127.38,,71.0
2013-w10,2013,w10,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,31.31,16.86,126.5,,88.0
2013-w11,2013,w11,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.62,16.48,126.47,,88.0
2013-w12,2013,w12,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,31.94,16.68,126.83,,88.0
2013-w13,2013,w13,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,33.56,2.68,126.5,,88.0
2013-w35,2013,w35,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.81,13.72,132.99,,72.0
2013-w36,2013,w36,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,28.79,30.88,132.75,,88.0
2013-w37,2013,w37,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,28.75,8.98,132.24,,88.0
2013-w38,2013,w38,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.56,1.76,132.14,,88.0
2013-w39,2013,w39,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.49,1.02,131.84,,88.0
2013-w40,2013,w40,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.17,2.64,131.22,,112.0
2013-w41,2013,w41,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,31.17,54.96,131.06,,88.0
2013-w42,2013,w42,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,29.32,60.48,130.88,,88.0
2013-w43,2013,w43,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,30.81,12.1,130.81,,88.0
2013-w44,2013,w44,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,29.93,18.34,131.07,,88.0
2013-w45,2013,w45,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.48,12.78,131.12,37.5,88.0
2013-w46,2013,w46,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,29.16,37.76,131.13,37.5,88.0
2013-w47,2013,w47,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.76,21.76,131.18,37.5,88.0
2013-w48,2013,w48,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,27.97,85.88,131.06,37.5,88.0
2013-w49,2013,w49,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,28.61,5.02,130.82,37.5,88.0
2013-w50,2013,w50,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,27.34,17.66,130.8,37.5,72.0
2013-w51,2013,w51,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,26.9,2.58,130.73,37.5,72.0
2013-w52,2013,w52,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,25.78,0.72,130.75,42.5,88.0
2014-w1,2014,w1,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,26.67,80.78,130.73,32.5,70.0
2014-w2,2014,w2,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,121.0,27.01,111.88,130.7,32.5,80.0
2014-w3,2014,w3,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,26.63,5.42,130.77,32.5,82.0
2014-w4,2014,w4,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,26.31,6.14,130.71,32.65,82.0
2014-w5,2014,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,26.96,4.08,130.71,32.81,80.0
2014-w6,2014,w6,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,26.03,0.0,130.74,32.96,80.0
2014-w7,2014,w7,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,29.49,1.52,130.85,33.12,84.0
2014-w8,2014,w8,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,29.1,8.2,131.0,,80.0
2014-w9,2014,w9,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.7,3.8,130.69,,84.0
2014-w10,2014,w10,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.09,0.54,130.59,,74.0
2014-w11,2014,w11,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,30.05,4.8,130.61,,78.0
2014-w12,2014,w12,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,31.85,0.3,130.66,,78.0
2014-w13,2014,w13,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,32.16,0.44,130.7,,78.0
2014-w35,2014,w35,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,121.0,29.44,6.94,130.23,40.5,70.0
2014-w36,2014,w36,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,121.0,30.01,4.96,130.22,42.5,92.0
2014-w37,2014,w37,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,120.14,30.16,4.62,130.25,42.5,92.0
2014-w38,2014,w38,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,31.87,36.42,130.31,42.5,92.0
2014-w39,2014,w39,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,31.39,75.08,130.43,42.5,92.0
2014-w40,2014,w40,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,118.0,30.72,21.18,130.37,42.5,104.0
2014-w41,2014,w41,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,30.8,27.04,130.53,42.5,108.0
2014-w42,2014,w42,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,118.0,30.11,118.38,130.71,50.75,108.0
2014-w43,2014,w43,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,31.0,51.58,130.86,59.0,108.0
2014-w44,2014,w44,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,118.0,29.04,52.02,130.86,49.0,92.0
2014-w45,2014,w45,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,29.86,23.26,130.91,56.5,92.0
2014-w46,2014,w46,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,29.37,45.74,131.01,56.5,108.0
2014-w47,2014,w47,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,28.37,158.34,131.1,42.5,108.0
2014-w48,2014,w48,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,118.0,27.72,43.64,131.13,50.0,108.0
2014-w49,2014,w49,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,111.0,28.89,53.48,131.16,50.0,108.0
2014-w50,2014,w50,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,111.0,29.16,66.68,131.2,53.75,108.0
2014-w51,2014,w51,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,111.0,27.23,178.76,131.22,57.5,108.0
2014-w52,2014,w52,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,111.0,26.84,66.04,131.23,66.25,124.0
2015-w1,2015,w1,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,111.0,28.97,2.4,131.41,75.0,154.0
2015-w2,2015,w2,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,111.0,26.11,0.84,131.51,85.0,188.0
2015-w3,2015,w3,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,108.71,27.63,0.72,131.67,55.0,188.0
2015-w4,2015,w4,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.72,6.22,132.05,65.0,166.0
2015-w5,2015,w5,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,95.0,27.23,29.42,132.38,65.0,166.0
2015-w6,2015,w6,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.98,21.58,132.96,65.0,154.0
2015-w7,2015,w7,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.19,1.06,133.01,65.0,154.0
2015-w8,2015,w8,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,28.28,18.04,132.94,57.5,154.0
2015-w9,2015,w9,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.43,13.84,133.17,67.5,144.0
2015-w10,2015,w10,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.64,5.68,133.22,67.5,144.0
2015-w11,2015,w11,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.61,19.54,133.09,62.5,108.0
2015-w12,2015,w12,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.78,1.74,132.95,47.5,108.0
2015-w13,2015,w13,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.91,27.12,133.03,40.0,92.0
2015-w35,2015,w35,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,31.56,14.62,134.53,23.57,72.0
2015-w36,2015,w36,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.49,49.62,138.11,21.79,72.0
2015-w37,2015,w37,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.98,7.38,139.68,20.0,80.0
2015-w38,2015,w38,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,31.32,11.92,140.78,20.43,80.0
2015-w39,2015,w39,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.27,44.34,141.06,20.86,80.0
2015-w40,2015,w40,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.0,19.06,140.99,21.29,88.0
2015-w41,2015,w41,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.16,59.74,140.51,21.71,88.0
2015-w42,2015,w42,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.84,25.84,140.8,,100.0
2015-w43,2015,w43,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.71,118.38,141.13,,100.0
2015-w44,2015,w44,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.68,99.72,141.18,,120.0
2015-w45,2015,w45,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.91,57.18,141.75,,112.0
2015-w46,2015,w46,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.67,176.76,142.19,,112.0
2015-w47,2015,w47,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.02,33.24,142.76,24.29,120.0
2015-w48,2015,w48,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.3,55.52,142.88,24.71,120.0
2015-w49,2015,w49,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.59,81.1,143.0,25.14,120.0
2015-w50,2015,w50,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.76,34.28,143.48,25.57,112.0
2015-w51,2015,w51,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,28.79,25.56,143.51,26.0,120.0
2015-w52,2015,w52,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,28.37,19.44,143.79,26.0,120.0
2016-w1,2016,w1,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,28.43,13.08,143.71,34.0,120.0
2016-w2,2016,w2,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.35,0.24,143.92,34.0,120.0
2016-w3,2016,w3,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.86,0.1,144.08,34.0,120.0
2016-w4,2016,w4,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.03,9.34,144.08,35.0,120.0
2016-w5,2016,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.04,0.0,143.95,49.5,112.0
2016-w6,2016,w6,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.54,2.32,144.19,64.0,104.0
2016-w7,2016,w7,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.15,14.94,144.04,64.0,104.0
2016-w8,2016,w8,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.47,4.66,144.71,46.0,104.0
2016-w9,2016,w9,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.61,5.26,144.79,35.0,108.0
2016-w10,2016,w10,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,31.4,2.68,144.79,30.0,108.0
2016-w11,2016,w11,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,32.87,1.08,145.53,34.5,108.0
2016-w12,2016,w12,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,33.12,0.0,147.29,39.0,92.0
2016-w13,2016,w13,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,32.58,19.28,145.65,39.0,108.0
2016-w35,2016,w35,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.94,7.7,145.39,38.33,100.0
2016-w36,2016,w36,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.78,2.44,145.16,38.33,108.0
2016-w37,2016,w37,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.55,4.46,145.65,38.33,92.0
2016-w38,2016,w38,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.93,5.06,146.21,38.33,108.0
2016-w39,2016,w39,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.83,2.1,146.39,38.33,108.0
2016-w40,2016,w40,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.74,2.12,146.72,45.0,108.0
2016-w41,2016,w41,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.57,2.54,146.77,36.67,108.0
2016-w42,2016,w42,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,31.92,21.16,147.28,50.0,108.0
2016-w43,2016,w43,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.27,19.26,147.83,55.0,92.0
2016-w44,2016,w44,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.81,76.32,147.76,48.33,108.0
2016-w45,2016,w45,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.27,24.04,147.64,45.0,108.0
2016-w46,2016,w46,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.5,43.56,148.02,48.33,92.0
2016-w47,2016,w47,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.11,73.74,148.31,51.67,92.0
2016-w48,2016,w48,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,26.65,37.66,148.33,48.33,92.0
2016-w49,2016,w49,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.02,4.76,148.61,43.33,92.0
2016-w50,2016,w50,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,95.0,28.9,2.18,149.36,53.33,108.0
2016-w51,2016,w51,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,28.83,12.6,149.54,38.33,92.0
2016-w52,2016,w52,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.09,15.6,149.6,43.33,92.0
2017-w1,2017,w1,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,25.49,0.0,149.87,45.0,92.0
2017-w2,2017,w2,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,25.67,1.14,149.91,35.0,68.0
2017-w3,2017,w3,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.39,96.66,150.04,43.33,88.0
2017-w4,2017,w4,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.69,39.86,150.14,43.33,88.0
2017-w5,2017,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,25.43,0.0,150.42,43.33,88.0
2017-w6,2017,w6,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,26.9,8.86,150.32,43.33,88.0
2017-w7,2017,w7,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,28.83,1.6,151.52,43.33,92.0
2017-w8,2017,w8,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.11,27.6,151.72,55.0,92.0
2017-w9,2017,w9,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.32,52.74,151.18,45.0,92.0
2017-w10,2017,w10,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,31.14,33.12,151.46,45.0,92.0
2017-w11,2017,w11,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.48,0.48,151.98,45.0,92.0
2017-w12,2017,w12,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.73,13.14,151.73,53.33,108.0
2017-w13,2017,w13,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,33.19,13.42,151.72,53.33,104.0
2017-w35,2017,w35,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,95.0,31.11,67.58,152.56,57.5,105.0
2017-w36,2017,w36,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.15,42.56,152.8,61.25,120.0
2017-w37,2017,w37,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.94,3.3,152.85,62.0,128.0
2017-w38,2017,w38,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.3,9.0,152.91,65.16,122.0
2017-w39,2017,w39,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,30.89,10.52,153.13,68.33,116.0
2017-w40,2017,w40,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.75,34.42,153.35,75.0,116.0
2017-w41,2017,w41,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.5,38.42,153.64,70.0,112.0
2017-w42,2017,w42,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.86,48.3,153.64,65.0,108.0
2017-w43,2017,w43,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.14,93.56,153.54,65.0,112.0
2017-w44,2017,w44,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,29.23,92.86,153.48,66.66,108.0
2017-w45,2017,w45,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.56,26.0,153.59,68.33,120.0
2017-w46,2017,w46,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.4,20.56,153.64,65.0,112.0
2017-w47,2017,w47,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,28.57,101.02,153.66,68.33,124.0
2017-w48,2017,w48,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,95.0,29.12,42.14,153.44,68.33,112.0
2017-w49,2017,w49,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.48,18.72,153.09,68.33,128.0
2017-w50,2017,w50,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,27.99,15.42,153.04,63.33,128.0
2017-w51,2017,w51,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.13,24.22,152.81,63.33,120.0
2017-w52,2017,w52,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,26.64,0.1,153.46,78.33,156.0
2018-w1,2018,w1,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,26.02,5.14,153.6,63.33,120.0
2018-w2,2018,w2,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,26.96,13.02,153.87,61.67,112.0
2018-w3,2018,w3,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,26.15,0.9,153.86,45.0,92.0
2018-w4,2018,w4,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.1,8.34,153.76,61.67,92.0
2018-w5,2018,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,27.6,8.24,154.26,56.67,92.0
2018-w6,2018,w6,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,28.79,6.5,154.58,60.0,100.0
2018-w7,2018,w7,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,26.78,0.04,155.2,55.0,108.0
2018-w8,2018,w8,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,95.0,28.87,19.46,154.97,51.25,104.0
2018-w9,2018,w9,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,29.67,1.2,155.06,50.0,104.0
2018-w10,2018,w10,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,30.01,28.3,155.6,38.33,104.0
2018-w11,2018,w11,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.49,4.38,156.0,55.0,100.0
2018-w12,2018,w12,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,95.0,31.89,19.76,155.92,55.0,92.0
2018-w13,2018,w13,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,95.0,32.86,9.02,155.58,45.0,108.0
2018-w35,2018,w35,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,109.0,29.85,6.36,161.68,51.25,104.0
2018-w36,2018,w36,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,115.0,31.56,19.84,162.3,51.25,100.0
2018-w37,2018,w37,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,123.0,30.75,0.92,165.43,55.0,104.0
2018-w38,2018,w38,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,123.0,31.0,118.14,168.72,56.25,104.0
2018-w39,2018,w39,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,123.0,31.31,83.92,169.41,53.0,104.0
2018-w40,2018,w40,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,123.0,30.8,77.28,170.55,53.75,104.0
2018-w41,2018,w41,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,123.0,30.28,47.62,170.4,53.75,104.0
2018-w42,2018,w42,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,123.0,30.35,105.02,172.3,66.25,108.0
2018-w43,2018,w43,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,123.0,29.46,141.72,172.42,62.5,108.0
2018-w44,2018,w44,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,116.0,29.23,205.14,172.22,65.0,108.0
2018-w45,2018,w45,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,116.0,28.82,14.24,174.46,58.33,108.0
2018-w46,2018,w46,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,116.0,29.9,73.32,177.07,58.33,112.0
2018-w47,2018,w47,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,116.0,29.1,62.4,179.85,60.0,112.0
2018-w48,2018,w48,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,107.43,29.18,28.98,179.23,53.33,112.0
2018-w49,2018,w49,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,106.0,28.31,4.32,179.02,55.0,108.0
2018-w50,2018,w50,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,106.0,28.12,7.72,180.1,57.5,112.0
2018-w51,2018,w51,Anuradhapura,330,ASH PLANTAINS,2,LOW Country,Maha Season,101.71,29.19,66.82,181.53,52.5,112.0
2018-w52,2018,w52,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,101.0,27.13,3.76,182.94,51.25,112.0
2019-w1,2019,w1,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,101.0,26.4,1.12,182.51,62.5,108.0
2019-w2,2019,w2,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,99.0,26.9,7.24,182.04,53.0,108.0
2019-w3,2019,w3,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,99.0,26.62,1.7,181.83,53.75,108.0
2019-w4,2019,w4,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,99.0,28.09,3.86,180.58,47.5,112.0
2019-w5,2019,w5,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,99.0,28.61,28.36,177.21,50.0,112.0
2019-w6,2019,w6,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,100.71,29.32,25.44,178.07,51.67,92.0
2019-w7,2019,w7,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,103.0,30.63,10.34,179.2,52.5,102.0
2019-w8,2019,w8,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,103.0,29.82,4.06,179.69,53.33,112.0
2019-w9,2019,w9,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,103.0,31.81,1.92,179.31,55.0,110.0
2019-w10,2019,w10,Anuradhapura,330,ASH PLANTAINS,0,LOW Country,Maha Season,103.29,31.1,0.68,178.61,53.75,105.0
2019-w11,2019,w11,Anuradhapura,330,ASH PLANTAINS,1,LOW Country,Maha Season,104.0,31.08,3.36,178.47,45.0,95.0
