location,abs_error_pct
Hambanthota,14.73795871297113
Thambuththegama,14.57550649889334
Embilipitiya,13.844529980894862
Nuwaraeliya,13.636587756430362
Kandy,13.30965160712028
Puttalam,13.174028533754303
Kaluthara,13.016289262576079
Dambulla,12.68446341992226
Badulla,12.217611505731336
Anuradhapura,12.11485755521875
Kurunegala,11.825727769720224
Mathara,11.270632575680446
Meegoda,9.735008190023269
Colombo,8.511114753404383
