Year_Week,Brent_Price_USD,Start_Date,End_Date,trading_days_count
2017-W10,50.304,3/10/2017,3/16/2017,5
2017-W11,50.224,3/17/2017,3/23/2017,5
2017-W12,50.884,3/24/2017,3/30/2017,5
2017-W13,52.87,3/31/2017,4/6/2017,5
2017-W14,54.712,4/7/2017,4/13/2017,5
2017-W15,52.62,4/14/2017,4/20/2017,4
2017-W16,49.64,4/21/2017,4/27/2017,5
2017-W17,49.106,4/28/2017,5/4/2017,5
2017-W18,47.678,5/5/2017,5/11/2017,5
2017-W19,51.01,5/12/2017,5/18/2017,5
2017-W20,52.972,5/19/2017,5/25/2017,5
2017-W21,50.71,5/26/2017,6/1/2017,5
2017-W22,47.64,6/2/2017,6/8/2017,5
2017-W23,46.37,6/9/2017,6/15/2017,5
2017-W24,44.938,6/16/2017,6/22/2017,5
2017-W25,45.574,6/23/2017,6/29/2017,5
2017-W26,48.294,6/30/2017,7/6/2017,5
2017-W27,46.82,7/7/2017,7/13/2017,5
2017-W28,48.07,7/14/2017,7/20/2017,5
2017-W29,49.044,7/21/2017,7/27/2017,5
2017-W30,51.946,7/28/2017,8/3/2017,5
2017-W31,52.166,8/4/2017,8/10/2017,5
2017-W32,50.684,8/11/2017,8/17/2017,5
2017-W33,51.846,8/18/2017,8/24/2017,5
2017-W34,51.996,8/25/2017,8/31/2017,5
2017-W35,53.604,9/1/2017,9/7/2017,5
2017-W36,55.218,9/8/2017,9/14/2017,5
2017-W37,56.638,9/15/2017,9/21/2017,5
2017-W38,58.978,9/22/2017,9/28/2017,5
2017-W39,56.38,9/29/2017,10/5/2017,5
2017-W40,55.934,10/6/2017,10/12/2017,5
2017-W41,57.57,10/13/2017,10/19/2017,5
2017-W42,58.124,10/20/2017,10/26/2017,5
2017-W43,60.784,10/27/2017,11/2/2017,5
2017-W44,63.7,11/3/2017,11/9/2017,5
2017-W45,62.126,11/10/2017,11/16/2017,5
2017-W46,62.23,11/17/2017,11/23/2017,5
2017-W47,63.532,11/24/2017,11/30/2017,5
2017-W48,63.218,12/1/2017,12/7/2017,5
2017-W49,64.364,12/8/2017,12/14/2017,5
2017-W50,64.204,12/15/2017,12/21/2017,5
2017-W51,65.8133,12/22/2017,12/28/2017,3
2017-W52,67.49,12/29/2017,1/4/2018,4
2018-W01,69.144,1/5/2018,1/11/2018,5
2018-W02,69.604,1/12/2018,1/18/2018,5
2018-W03,69.736,1/19/2018,1/25/2018,5
2018-W04,68.53,1/26/2018,2/1/2018,5
2018-W05,66.378,2/2/2018,2/8/2018,5
2018-W06,62.466,2/9/2018,2/15/2018,5
2018-W07,64.972,2/16/2018,2/22/2018,5
2018-W08,66.58,2/23/2018,3/1/2018,5
2018-W09,64.934,3/2/2018,3/8/2018,5
2018-W10,64.24,3/9/2018,3/15/2018,5
2018-W11,66.526,3/16/2018,3/22/2018,5
2018-W12,68.724,3/23/2018,3/29/2018,5
2018-W13,67.2,3/30/2018,4/5/2018,3
2018-W14,69.91,4/6/2018,4/12/2018,5
2018-W15,73.104,4/13/2018,4/19/2018,5
2018-W16,74.84,4/20/2018,4/26/2018,5
2018-W17,74.538,4/27/2018,5/3/2018,5
2018-W18,76.025,5/4/2018,5/10/2018,4
2018-W19,78.552,5/11/2018,5/17/2018,5
2018-W20,78.946,5/18/2018,5/24/2018,5
2018-W21,75.8625,5/25/2018,5/31/2018,4
2018-W22,73.864,6/1/2018,6/7/2018,5
2018-W23,74.878,6/8/2018,6/14/2018,5
2018-W24,73.786,6/15/2018,6/21/2018,5
2018-W25,74.484,6/22/2018,6/28/2018,5
2018-W26,76.82,6/29/2018,7/5/2018,5
2018-W27,75.464,7/6/2018,7/12/2018,5
2018-W28,71.694,7/13/2018,7/19/2018,5
2018-W29,73.43,7/20/2018,7/26/2018,5
2018-W30,73.844,7/27/2018,8/2/2018,5
2018-W31,71.712,8/3/2018,8/9/2018,5
2018-W32,69.996,8/10/2018,8/16/2018,5
2018-W33,71.918,8/17/2018,8/23/2018,5
2018-W34,75.57,8/24/2018,8/30/2018,5
2018-W35,76.922,8/31/2018,9/6/2018,5
2018-W36,77.644,9/7/2018,9/13/2018,5
2018-W37,78.76,9/14/2018,9/20/2018,5
2018-W38,81.082,9/21/2018,9/27/2018,5
2018-W39,84.962,9/28/2018,10/4/2018,5
2018-W40,83.934,10/5/2018,10/11/2018,5
2018-W41,80.472,10/12/2018,10/18/2018,5
2018-W42,78.828,10/19/2018,10/25/2018,5
2018-W43,75.346,10/26/2018,11/1/2018,5
2018-W44,70.764,11/2/2018,11/8/2018,5
2018-W45,66.952,11/9/2018,11/15/2018,5
2018-W46,62.738,11/16/2018,11/22/2018,5
2018-W47,58.646,11/23/2018,11/29/2018,5
2018-W48,59.666,11/30/2018,12/6/2018,5
2018-W49,60.14,12/7/2018,12/13/2018,5
2018-W50,55.97,12/14/2018,12/20/2018,5
2018-W51,51.71,12/21/2018,12/27/2018,2
2018-W52,52.62,12/28/2018,1/3/2019,3
2019-W01,57.916,1/4/2019,1/10/2019,5
2019-W02,59.27,1/11/2019,1/17/2019,5
2019-W03,61.452,1/18/2019,1/24/2019,5
2019-W04,61.306,1/25/2019,1/31/2019,5
2019-W05,61.804,2/1/2019,2/7/2019,5
2019-W06,62.504,2/8/2019,2/14/2019,5
2019-W07,66.33,2/15/2019,2/21/2019,5
2019-W08,65.204,2/22/2019,2/28/2019,5
2019-W09,64.344,3/1/2019,3/7/2019,5
2019-W10,65.624,3/8/2019,3/14/2019,5
2019-W11,67.308,3/15/2019,3/21/2019,5
2019-W12,66.92,3/22/2019,3/28/2019,5
2019-W13,69.14,3/29/2019,4/4/2019,5
2019-W14,71,4/5/2019,4/11/2019,5
2019-W15,71.012,4/12/2019,4/18/2019,5
2019-W16,73.4075,4/19/2019,4/25/2019,4
2019-W17,71.402,4/26/2019,5/2/2019,5
2019-W18,71.316,5/3/2019,5/9/2019,5
2019-W19,72.86,5/10/2019,5/16/2019,5
2019-W20,72.08,5/17/2019,5/23/2019,5
2019-W21,69.59,5/24/2019,5/30/2019,4
2019-W22,63.682,5/31/2019,6/6/2019,5
2019-W23,63.382,6/7/2019,6/13/2019,5
2019-W24,63.466,6/14/2019,6/20/2019,5
2019-W25,66.204,6/21/2019,6/27/2019,5
2019-W26,64.498,6/28/2019,7/4/2019,5
2019-W27,65.494,7/5/2019,7/11/2019,5
2019-W28,64.75,7/12/2019,7/18/2019,5
2019-W29,62.516,7/19/2019,7/25/2019,5
2019-W30,62.854,7/26/2019,8/1/2019,5
2019-W31,58.078,8/2/2019,8/8/2019,5
2019-W32,57.926,8/9/2019,8/15/2019,5
2019-W33,59.646,8/16/2019,8/22/2019,5
2019-W34,59.346,8/23/2019,8/29/2019,5
2019-W35,60.18,8/30/2019,9/5/2019,5
2019-W36,62.744,9/6/2019,9/12/2019,5
2019-W37,64.76,9/13/2019,9/19/2019,5
2019-W38,63.702,9/20/2019,9/26/2019,5
2019-W39,59.892,9/27/2019,10/3/2019,5
2019-W40,59.102,10/4/2019,10/10/2019,5
2019-W41,59.448,10/11/2019,10/17/2019,5
2019-W42,60.328,10/18/2019,10/24/2019,5
2019-W43,60.604,10/25/2019,10/31/2019,5
2019-W44,62.024,11/1/2019,11/7/2019,5
2019-W45,62.3,11/8/2019,11/14/2019,5
2019-W46,63.46,11/15/2019,11/21/2019,5
2019-W47,64.806,11/22/2019,11/28/2019,5
2019-W48,64.314,11/29/2019,12/5/2019,5
2019-W49,66.31,12/6/2019,12/12/2019,5
2019-W50,68.658,12/13/2019,12/19/2019,5
2019-W51,68.6675,12/20/2019,12/26/2019,4
2019-W52,68.0075,12/27/2019,1/2/2020,4
2020-W01,68.392,1/3/2020,1/9/2020,5
2020-W02,64.656,1/10/2020,1/16/2020,5
2020-W03,63.142,1/17/2020,1/23/2020,5
2020-W04,58.886,1/24/2020,1/30/2020,5
2020-W05,55.242,1/31/2020,2/6/2020,5
2020-W06,54.76,2/7/2020,2/13/2020,5
2020-W07,58.368,2/14/2020,2/20/2020,5
2020-W08,55.55,2/21/2020,2/27/2020,5
2020-W09,51.844,2/28/2020,3/5/2020,5
2020-W10,36.394,3/6/2020,3/12/2020,5
2020-W11,26.994,3/13/2020,3/19/2020,5
2020-W12,24.594,3/20/2020,3/26/2020,5
2020-W13,18.328,3/27/2020,4/2/2020,5
2020-W14,22.892,4/3/2020,4/9/2020,5
2020-W15,20.0767,4/10/2020,4/16/2020,3
2020-W16,15.012,4/17/2020,4/23/2020,5
2020-W17,16.522,4/24/2020,4/30/2020,5
2020-W18,22.556,5/1/2020,5/7/2020,5
2020-W19,27.49,5/8/2020,5/14/2020,4
2020-W20,33.37,5/15/2020,5/21/2020,5
2020-W21,33.615,5/22/2020,5/28/2020,4
2020-W22,37,5/29/2020,6/4/2020,5
2020-W23,40.01,6/5/2020,6/11/2020,5
2020-W24,40.19,6/12/2020,6/18/2020,5
2020-W25,41.966,6/19/2020,6/25/2020,5
2020-W26,41.912,6/26/2020,7/2/2020,5
2020-W27,42.99,7/3/2020,7/9/2020,5
2020-W28,43.352,7/10/2020,7/16/2020,5
2020-W29,43.616,7/17/2020,7/23/2020,5
2020-W30,43.256,7/24/2020,7/30/2020,5
2020-W31,44.168,7/31/2020,8/6/2020,5
2020-W32,44.38,8/7/2020,8/13/2020,5
2020-W33,44.976,8/14/2020,8/20/2020,5
2020-W34,45.002,8/21/2020,8/27/2020,5
2020-W35,44.09,8/28/2020,9/3/2020,4
2020-W36,39.91,9/4/2020,9/10/2020,5
2020-W37,40.098,9/11/2020,9/17/2020,5
2020-W38,41.14,9/18/2020,9/24/2020,5
2020-W39,40.576,9/25/2020,10/1/2020,5
2020-W40,40.334,10/2/2020,10/8/2020,5
2020-W41,41.378,10/9/2020,10/15/2020,5
2020-W42,41.124,10/16/2020,10/22/2020,5
2020-W43,38.782,10/23/2020,10/29/2020,5
2020-W44,38.286,10/30/2020,11/5/2020,5
2020-W45,41.184,11/6/2020,11/12/2020,5
2020-W46,42.552,11/13/2020,11/19/2020,5
2020-W47,45.808,11/20/2020,11/26/2020,5
2020-W48,47.384,11/27/2020,12/3/2020,5
2020-W49,49.142,12/4/2020,12/10/2020,5
2020-W50,50.616,12/11/2020,12/17/2020,5
2020-W51,50.918,12/18/2020,12/24/2020,5
2020-W52,50.82,12/25/2020,12/31/2020,4
2021-W01,55.522,1/8/2021,1/14/2021,5
2021-W02,55.146,1/15/2021,1/21/2021,5
2021-W03,55.172,1/22/2021,1/28/2021,5
2021-W04,57.376,1/29/2021,2/4/2021,5
2021-W05,60.53,2/5/2021,2/11/2021,5
2021-W06,63.824,2/12/2021,2/18/2021,5
2021-W07,65.254,2/19/2021,2/25/2021,5
2021-W08,65.122,2/26/2021,3/4/2021,5
2021-W09,68.37,3/5/2021,3/11/2021,5
2021-W10,67.088,3/12/2021,3/18/2021,5
2021-W11,62.552,3/19/2021,3/25/2021,5
2021-W12,63.696,3/26/2021,4/1/2021,5
2021-W13,61.8067,4/2/2021,4/8/2021,3
2021-W14,63.868,4/9/2021,4/15/2021,5
2021-W15,65.39,4/16/2021,4/22/2021,5
2021-W16,66.568,4/23/2021,4/29/2021,5
2021-W17,68.7425,4/30/2021,5/6/2021,4
2021-W18,68.63,5/7/2021,5/13/2021,5
2021-W19,67.986,5/14/2021,5/20/2021,5
2021-W20,68.494,5/21/2021,5/27/2021,5
2021-W21,70.175,5/28/2021,6/3/2021,4
2021-W22,71.308,6/4/2021,6/10/2021,5
2021-W23,72.9,6/11/2021,6/17/2021,5
2021-W24,74.736,6/18/2021,6/24/2021,5
2021-W25,76.048,6/25/2021,7/1/2021,5
2021-W26,76.208,7/2/2021,7/8/2021,5
2021-W27,76.336,7/9/2021,7/15/2021,5
2021-W28,72.122,7/16/2021,7/22/2021,5
2021-W29,75.182,7/23/2021,7/29/2021,5
2021-W30,73.6,7/30/2021,8/5/2021,5
2021-W31,71.118,8/6/2021,8/12/2021,5
2021-W32,69.156,8/13/2021,8/19/2021,5
2021-W33,69.666,8/20/2021,8/26/2021,5
2021-W34,72.815,8/27/2021,9/2/2021,4
2021-W35,72.14,9/3/2021,9/9/2021,5
2021-W36,73.688,9/10/2021,9/16/2021,5
2021-W37,74.764,9/17/2021,9/23/2021,5
2021-W38,78.048,9/24/2021,9/30/2021,5
2021-W39,81.458,10/1/2021,10/7/2021,5
2021-W40,83.368,10/8/2021,10/14/2021,5
2021-W41,84.832,10/15/2021,10/21/2021,5
2021-W42,84.582,10/22/2021,10/28/2021,5
2021-W43,82.656,10/29/2021,11/4/2021,5
2021-W44,83.296,11/5/2021,11/11/2021,5
2021-W45,82.162,11/12/2021,11/18/2021,5
2021-W46,81.812,11/19/2021,11/25/2021,5
2021-W47,71.332,11/26/2021,12/2/2021,5
2021-W48,73.934,12/3/2021,12/9/2021,5
2021-W49,74.164,12/10/2021,12/16/2021,5
2021-W50,73.456,12/17/2021,12/23/2021,5
2021-W51,77.4933,12/24/2021,12/30/2021,3
2021-W52,79.494,12/31/2021,1/6/2022,5
2022-W01,84.09,1/7/2022,1/13/2022,5
2022-W02,88.642,1/14/2022,1/20/2022,5
2022-W03,89.78,1/21/2022,1/27/2022,5
2022-W04,91.696,1/28/2022,2/3/2022,5
2022-W05,96.306,2/4/2022,2/10/2022,5
2022-W06,98.062,2/11/2022,2/17/2022,5
2022-W07,98.888,2/18/2022,2/24/2022,5
2022-W08,109.374,2/25/2022,3/3/2022,5
2022-W09,123.436,3/4/2022,3/10/2022,5
2022-W10,110.35,3/11/2022,3/17/2022,5
2022-W11,121.928,3/18/2022,3/24/2022,5
2022-W12,114.568,3/25/2022,3/31/2022,5
2022-W13,104.304,4/1/2022,4/7/2022,5
2022-W14,104.584,4/8/2022,4/14/2022,5
2022-W15,105.9133,4/15/2022,4/21/2022,3
2022-W16,103.278,4/22/2022,4/28/2022,5
2022-W17,108.985,4/29/2022,5/5/2022,4
2022-W18,107.78,5/6/2022,5/12/2022,5
2022-W19,112.626,5/13/2022,5/19/2022,5
2022-W20,116.15,5/20/2022,5/26/2022,5
2022-W21,122.9825,5/27/2022,6/2/2022,4
2022-W22,127.046,6/3/2022,6/9/2022,5
2022-W23,126.728,6/10/2022,6/16/2022,5
2022-W24,117.204,6/17/2022,6/23/2022,5
2022-W25,119.968,6/24/2022,6/30/2022,5
2022-W26,114.688,7/1/2022,7/7/2022,5
2022-W27,110.138,7/8/2022,7/14/2022,5
2022-W28,114.632,7/15/2022,7/21/2022,5
2022-W29,108.328,7/22/2022,7/28/2022,5
2022-W30,104.784,7/29/2022,8/4/2022,5
2022-W31,103.966,8/5/2022,8/11/2022,5
2022-W32,98.176,8/12/2022,8/18/2022,5
2022-W33,97.936,8/19/2022,8/25/2022,5
2022-W34,97.315,8/26/2022,9/1/2022,4
2022-W35,90.712,9/2/2022,9/8/2022,5
2022-W36,91.856,9/9/2022,9/15/2022,5
2022-W37,89.8275,9/16/2022,9/22/2022,4
2022-W38,86.354,9/23/2022,9/29/2022,5
2022-W39,92.664,9/30/2022,10/6/2022,5
2022-W40,95.956,10/7/2022,10/13/2022,5
2022-W41,91.116,10/14/2022,10/20/2022,5
2022-W42,92.45,10/21/2022,10/27/2022,5
2022-W43,94.884,10/28/2022,11/3/2022,5
2022-W44,96.71,11/4/2022,11/10/2022,5
2022-W45,93.574,11/11/2022,11/17/2022,5
2022-W46,87.502,11/18/2022,11/24/2022,5
2022-W47,84.402,11/25/2022,12/1/2022,5
2022-W48,80.59,12/2/2022,12/8/2022,5
2022-W49,80.036,12/9/2022,12/15/2022,5
2022-W50,80.228,12/16/2022,12/22/2022,5
2022-W51,81.7033,12/23/2022,12/29/2022,3
2022-W52,78.805,12/30/2022,1/5/2023,4
2023-W01,79.202,1/6/2023,1/12/2023,5
2023-W02,83.864,1/13/2023,1/19/2023,5
2023-W03,86.224,1/20/2023,1/26/2023,5
2023-W04,83.172,1/27/2023,2/2/2023,5
2023-W05,81.976,2/3/2023,2/9/2023,5
2023-W06,84.87,2/10/2023,2/16/2023,5
2023-W07,81.706,2/17/2023,2/23/2023,5
2023-W08,82.918,2/24/2023,3/2/2023,5
2023-W09,83.546,3/3/2023,3/9/2023,5
2023-W10,77.232,3/10/2023,3/16/2023,5
2023-W11,73.724,3/17/2023,3/23/2023,5
2023-W12,76.892,3/24/2023,3/30/2023,5
2023-W13,84.63,3/31/2023,4/6/2023,5
2023-W14,87.38,4/7/2023,4/13/2023,3
2023-W15,85.41,4/14/2023,4/20/2023,5
2023-W16,81.804,4/21/2023,4/27/2023,5
2023-W17,75.985,4/28/2023,5/4/2023,4
2023-W18,76.4075,5/5/2023,5/11/2023,4
2023-W19,75.576,5/12/2023,5/18/2023,5
2023-W20,76.3,5/19/2023,5/25/2023,5
2023-W21,73.9675,5/26/2023,6/1/2023,4
2023-W22,76.312,6/2/2023,6/8/2023,5
2023-W23,73.984,6/9/2023,6/15/2023,5
2023-W24,75.898,6/16/2023,6/22/2023,5
2023-W25,73.36,6/23/2023,6/29/2023,5
2023-W26,75.744,6/30/2023,7/6/2023,5
2023-W27,79.56,7/7/2023,7/13/2023,5
2023-W28,79.248,7/14/2023,7/20/2023,5
2023-W29,82.862,7/21/2023,7/27/2023,5
2023-W30,85.05,7/28/2023,8/3/2023,5
2023-W31,87.72,8/4/2023,8/10/2023,5
2023-W32,86.268,8/11/2023,8/17/2023,5
2023-W33,84.814,8/18/2023,8/24/2023,5
2023-W34,86.425,8/25/2023,8/31/2023,4
2023-W35,90.92,9/1/2023,9/7/2023,5
2023-W36,93.128,9/8/2023,9/14/2023,5
2023-W37,95.174,9/15/2023,9/21/2023,5
2023-W38,95.24,9/22/2023,9/28/2023,5
2023-W39,91.928,9/29/2023,10/5/2023,5
2023-W40,89.182,10/6/2023,10/12/2023,5
2023-W41,92.59,10/13/2023,10/19/2023,5
2023-W42,90.438,10/20/2023,10/26/2023,5
2023-W43,88.844,10/27/2023,11/2/2023,5
2023-W44,84.298,11/3/2023,11/9/2023,5
2023-W45,82.416,11/10/2023,11/16/2023,5
2023-W46,81.9,11/17/2023,11/23/2023,5
2023-W47,81.134,11/24/2023,11/30/2023,5
2023-W48,76.538,12/1/2023,12/7/2023,5
2023-W49,75.398,12/8/2023,12/14/2023,5
2023-W50,79.476,12/15/2023,12/21/2023,5
2023-W51,80.08,12/22/2023,12/28/2023,3
2023-W52,76.725,12/29/2023,1/4/2024,4
2024-W01,78.084,1/5/2024,1/11/2024,5
2024-W02,79.944,1/12/2024,1/18/2024,5
2024-W03,81.786,1/19/2024,1/25/2024,5
2024-W04,83.33,1/26/2024,2/1/2024,5
2024-W05,80.698,2/2/2024,2/8/2024,5
2024-W06,84.184,2/9/2024,2/15/2024,5
2024-W07,85.158,2/16/2024,2/22/2024,5
2024-W08,84.128,2/23/2024,2/29/2024,5
2024-W09,85.738,3/1/2024,3/7/2024,5
2024-W10,84.3,3/8/2024,3/14/2024,5
2024-W11,85.982,3/15/2024,3/21/2024,5
2024-W12,85.614,3/22/2024,3/28/2024,5
2024-W13,89.5167,3/29/2024,4/4/2024,3
2024-W14,91.946,4/5/2024,4/11/2024,5
2024-W15,90.626,4/12/2024,4/18/2024,5
2024-W16,88.134,4/19/2024,4/25/2024,5
2024-W17,89.195,4/26/2024,5/2/2024,2
2024-W18,,5/3/2024,5/9/2024,0
2024-W19,,5/10/2024,5/16/2024,0
2024-W20,,5/17/2024,5/23/2024,0
2024-W21,,5/24/2024,5/30/2024,0
2024-W22,,5/31/2024,6/6/2024,0
2024-W23,,6/7/2024,6/13/2024,0
2024-W24,,6/14/2024,6/20/2024,0
2024-W25,,6/21/2024,6/27/2024,0
2024-W26,,6/28/2024,7/4/2024,0
2024-W27,,7/5/2024,7/11/2024,0
2024-W28,,7/12/2024,7/18/2024,0
2024-W29,,7/19/2024,7/25/2024,0
2024-W30,,7/26/2024,8/1/2024,0
2024-W31,,8/2/2024,8/8/2024,0
2024-W32,,8/9/2024,8/15/2024,0
2024-W33,,8/16/2024,8/22/2024,0
2024-W34,,8/23/2024,8/29/2024,0
2024-W35,,8/30/2024,9/5/2024,0
2024-W36,,9/6/2024,9/12/2024,0
2024-W37,,9/13/2024,9/19/2024,0
2024-W38,,9/20/2024,9/26/2024,0
2024-W39,,9/27/2024,10/3/2024,0
2024-W40,,10/4/2024,10/10/2024,0
2024-W41,,10/11/2024,10/17/2024,0
2024-W42,,10/18/2024,10/24/2024,0
2024-W43,,10/25/2024,10/31/2024,0
2024-W44,,11/1/2024,11/7/2024,0
2024-W45,,11/8/2024,11/14/2024,0
2024-W46,,11/15/2024,11/21/2024,0
2024-W47,,11/22/2024,11/28/2024,0
2024-W48,,11/29/2024,12/5/2024,0
2024-W49,,12/6/2024,12/12/2024,0
2024-W50,,12/13/2024,12/19/2024,0
2024-W51,,12/20/2024,12/26/2024,0
2024-W52,,12/27/2024,1/2/2025,0
